OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SqMiles
896,0011001,1017,110010011001017,110010011001017,17246,0,65,65,62,3,0,0,0,0,0,0,0,0,4,58,3,0,0,0,0,0,0,0,0,47,44,3,0,0,0,0,0,0,0,0,1,43,3,0,0,0,0,0,0,0,0,19,19,0,4.261146,598.104123,17244.245722,0.006658
897,0011001,1018,110010011001018,110010011001018,32784,0,80,78,71,4,0,3,0,0,0,0,1,0,2,70,4,0,3,0,0,0,0,1,0,56,50,2,0,3,0,0,0,0,0,0,2,49,2,0,3,0,0,0,0,0,0,26,26,0,8.100291,750.255617,32780.713569,0.012657
898,0011001,1019,110010011001019,110010011001019,11400,0,91,89,86,0,0,0,0,3,0,0,0,0,7,79,0,0,0,0,3,0,0,0,0,72,71,0,0,0,0,1,0,0,0,0,4,67,0,0,0,0,1,0,0,0,0,42,39,2,2.816603,471.63649,11398.386119,0.004401
899,0011001,1020,110010011001020,110010011001020,15505,0,38,38,38,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,15,0,3.831062,582.038313,15503.759076,0.005986
900,0011001,1021,110010011001021,110010011001021,16155,0,40,40,40,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,17,16,1,3.991483,588.320182,16152.957725,0.006237
901,0011001,1022,110010011001022,110010011001022,14289,0,30,32,27,0,0,5,0,0,0,0,0,0,1,26,0,0,5,0,0,0,0,0,0,23,20,0,0,3,0,0,0,0,0,0,1,19,0,0,3,0,0,0,0,0,0,12,13,0,3.530572,543.391105,14287.719448,0.005517
902,0011001,1023,110010011001023,110010011001023,9841,0,22,22,16,5,0,0,0,1,0,0,0,0,2,14,5,0,0,0,1,0,0,0,0,20,15,4,0,0,0,1,0,0,0,0,1,14,4,0,0,0,1,0,0,0,0,10,10,0,2.431568,439.933514,9840.206199,0.003799
903,0011002,2000,110010011002000,110010011002000,24586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.695921,686.988303,23050.575871,0.0089
904,0011002,2001,110010011002001,110010011002001,12789,0,32,31,31,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,27,26,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,1,0,0,13,13,0,3.160005,477.253869,12788.08604,0.004938
905,0011002,2002,110010011002002,110010011002002,41265,0,275,268,166,83,0,19,0,0,2,2,4,0,16,152,83,0,19,0,0,2,2,3,0,265,160,82,0,19,0,0,2,2,1,0,16,146,82,0,19,0,0,2,2,0,0,140,117,23,10.314815,905.140038,41742.574259,0.016117
906,0011002,2003,110010011002003,110010011002003,16673,0,92,89,69,0,0,12,1,7,1,0,3,0,9,69,0,0,11,0,0,1,0,3,0,85,66,0,0,10,1,6,1,0,2,0,8,66,0,0,9,0,0,1,0,2,0,37,36,1,4.119569,592.83808,16671.30319,0.006437
907,0011002,2004,110010011002004,110010011002004,19701,0,98,89,67,5,2,12,0,3,5,5,1,0,16,62,5,0,12,0,2,0,0,1,0,78,55,5,2,11,0,1,2,2,1,0,11,50,5,0,11,0,0,0,0,1,0,39,38,1,4.867795,623.996304,19699.266278,0.007606
908,0011002,2005,110010011002005,110010011002005,13372,0,98,93,83,4,1,5,0,0,2,0,2,0,3,81,4,1,5,0,0,2,0,2,0,84,71,4,1,5,0,0,2,0,0,0,2,70,4,1,5,0,0,2,0,0,0,42,42,0,3.303951,589.402958,13370.613732,0.005162
909,0011002,2006,110010011002006,110010011002006,17906,0,51,51,45,5,1,0,0,0,0,0,0,0,8,38,5,0,0,0,0,0,0,0,0,38,34,3,1,0,0,0,0,0,0,0,7,28,3,0,0,0,0,0,0,0,0,20,20,0,4.424351,710.085728,17904.714173,0.006913
910,0011002,2007,110010011002007,110010011002007,17717,0,57,54,49,3,0,0,0,2,0,2,1,0,0,49,3,0,0,0,2,0,2,1,0,37,32,3,0,0,0,0,0,1,1,0,0,32,3,0,0,0,0,0,1,1,0,19,19,0,4.377442,654.786679,17714.878253,0.00684
911,0011002,2008,110010011002008,110010011002008,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610342,247.954589,2469.968162,0.000954
912,0011002,2009,110010011002009,110010011002009,16515,0,78,76,72,0,1,2,0,1,1,0,2,0,9,63,0,1,2,0,1,1,0,2,0,63,58,0,1,2,0,0,1,0,2,0,8,50,0,1,2,0,0,1,0,2,0,30,27,3,4.145617,523.712494,16776.717732,0.006478
913,0011002,2010,110010011002010,110010011002010,16406,0,82,80,78,1,0,0,0,1,0,0,2,0,6,73,1,0,0,0,0,0,0,2,0,74,70,1,0,0,0,1,0,0,2,0,6,65,1,0,0,0,0,0,0,2,0,36,34,2,4.114524,592.481428,16650.887322,0.006429
914,0011002,2011,110010011002011,110010011002011,23887,0,73,69,36,20,0,5,0,8,3,0,4,0,2,36,20,0,5,0,6,3,0,4,0,55,32,12,0,5,0,5,1,0,1,0,2,32,12,0,5,0,3,1,0,1,0,33,32,1,5.789976,626.818842,23431.199858,0.009047
915,0011002,2012,110010011002012,110010011002012,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58923,360.747214,6431.385708,0.002483
916,0011002,2013,110010011002013,110010011002013,16538,0,59,59,52,2,0,5,0,0,0,0,0,0,4,48,2,0,5,0,0,0,0,0,0,49,44,1,0,4,0,0,0,0,0,0,3,41,1,0,4,0,0,0,0,0,0,24,23,1,4.086121,520.165362,16535.945871,0.006385
917,0011002,2014,110010011002014,110010011002014,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960894,374.428623,7935.456581,0.003064
918,0011002,2015,110010011002015,110010011002015,19850,0,42,42,35,4,0,3,0,0,0,0,0,0,1,34,4,0,3,0,0,0,0,0,0,30,24,3,0,3,0,0,0,0,0,0,1,23,3,0,3,0,0,0,0,0,0,16,16,0,4.904588,586.673852,19848.164735,0.007663
919,0011002,2016,110010011002016,110010011002016,16663,0,66,61,57,0,0,4,0,0,0,0,5,0,0,57,0,0,4,0,0,0,0,5,0,47,43,0,0,2,0,0,0,0,2,0,0,43,0,0,2,0,0,0,0,2,0,23,23,0,4.117215,521.832361,16661.777851,0.006433
920,0011002,2017,110010011002017,110010011002017,20392,0,70,66,58,3,0,5,0,0,1,0,3,0,0,58,3,0,5,0,0,1,0,3,0,55,48,3,0,4,0,0,0,0,0,0,0,48,3,0,4,0,0,0,0,0,0,24,24,0,5.038426,696.490928,20389.784838,0.007873
921,0011002,2018,110010011002018,110010011002018,20276,0,70,66,63,0,0,3,0,0,1,0,3,0,4,60,0,0,3,0,0,0,0,3,0,45,42,0,0,2,0,0,0,0,1,0,2,40,0,0,2,0,0,0,0,1,0,23,22,1,5.009795,695.954621,20273.920016,0.007828
922,0011002,2019,110010011002019,110010011002019,4164,0,19,18,18,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,14,13,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,0,0,0,8,8,0,1.02873,297.17798,4163.121466,0.001607
923,0011002,2020,110010011002020,110010011002020,15603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.855169,509.659404,15601.315642,0.006024
924,0011002,2021,110010011002021,110010011002021,17705,0,57,57,46,4,0,6,0,1,0,0,0,0,6,40,4,0,6,0,1,0,0,0,0,44,35,4,0,4,0,1,0,0,0,0,2,33,4,0,4,0,1,0,0,0,0,22,20,2,4.374562,535.775368,17703.223474,0.006835
925,0011002,2022,110010011002022,110010011002022,6254,0,24,24,22,1,0,1,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,10,10,0,1.545356,345.12512,6253.833303,0.002415
926,0011002,2023,110010011002023,110010011002023,9219,0,30,30,26,0,0,1,0,3,0,0,0,0,4,25,0,0,1,0,0,0,0,0,0,24,22,0,0,1,0,1,0,0,0,0,2,21,0,0,1,0,0,0,0,0,0,10,10,0,2.277861,518.609796,9218.175167,0.003559
927,0011002,2024,110010011002024,110010011002024,17024,0,31,31,31,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,13,13,0,4.206224,672.973968,17021.98269,0.006572
928,0011002,2025,110010011002025,110010011002025,26655,0,61,61,57,0,0,4,0,0,0,0,0,0,7,50,0,0,4,0,0,0,0,0,0,51,47,0,0,4,0,0,0,0,0,0,5,42,0,0,4,0,0,0,0,0,0,27,27,0,6.585946,667.995571,26652.376881,0.010291
929,0011002,2026,110010011002026,110010011002026,11437,0,54,49,48,0,0,1,0,0,4,0,4,0,5,44,0,0,0,0,0,4,0,4,0,38,35,0,0,1,0,0,1,0,2,0,2,34,0,0,0,0,0,1,0,2,0,19,19,0,2.825746,439.578852,11435.386512,0.004415
930,0011002,2027,110010011002027,110010011002027,20769,0,67,64,57,2,0,5,0,0,1,0,2,0,0,57,2,0,5,0,0,1,0,2,0,55,47,2,0,5,0,0,0,0,1,0,0,47,2,0,5,0,0,0,0,1,0,30,27,3,5.131522,576.964468,20766.533341,0.008018
931,0011002,2028,110010011002028,110010011002028,11159,0,48,47,38,6,0,1,0,2,0,0,1,0,2,38,6,0,1,0,1,0,0,0,0,44,36,5,0,1,0,1,0,0,1,0,1,36,5,0,1,0,1,0,0,0,0,21,20,1,2.757302,449.262815,11158.406425,0.004308
932,0011003,3000,110010011003000,110010011003000,16896,0,54,54,52,2,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,49,47,2,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0,25,24,1,4.174576,612.110353,16893.909725,0.006523
933,0011003,3001,110010011003001,110010011003001,16405,0,53,49,49,0,0,0,0,0,3,1,1,0,3,46,0,0,0,0,0,3,1,1,0,45,44,0,0,0,0,0,0,0,1,0,3,41,0,0,0,0,0,0,0,1,0,19,18,1,4.053394,590.515095,16403.503344,0.006333
934,0011003,3002,110010011003002,110010011003002,10160,0,27,27,26,1,0,0,0,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,23,22,1,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0,0,0,0,0,10,10,0,2.510245,485.406172,10158.601851,0.003922
935,0011003,3003,110010011003003,110010011003003,19505,0,71,71,62,0,0,8,0,1,0,0,0,0,7,56,0,0,7,0,1,0,0,0,0,54,47,0,0,7,0,0,0,0,0,0,7,41,0,0,6,0,0,0,0,0,0,30,29,1,4.819197,673.16608,19502.600217,0.00753
936,0011003,3004,110010011003004,110010011003004,21678,0,61,61,58,2,0,0,0,1,0,0,0,0,7,52,2,0,0,0,0,0,0,0,0,52,49,2,0,0,0,1,0,0,0,0,7,43,2,0,0,0,0,0,0,0,0,30,28,2,5.356322,728.559675,21676.266412,0.008369
937,0011003,3005,110010011003005,110010011003005,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707231,267.387628,2862.060902,0.001105
938,0011003,3006,110010011003006,110010011003006,12224,0,33,33,33,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,13,13,0,3.085692,632.606334,12487.350504,0.004821
939,0011003,3007,110010011003007,110010011003007,30839,0,226,222,190,9,0,18,1,4,0,1,3,0,16,179,9,0,18,1,1,0,0,1,0,214,179,9,0,17,1,4,0,2,3,0,16,168,9,0,17,1,1,0,0,1,0,160,140,20,7.620189,758.610268,30837.810949,0.011907
940,0011003,3008,110010011003008,110010011003008,16814,0,43,43,41,2,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,30,28,2,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,14,14,0,4.088794,585.975165,16546.760555,0.006389
941,0011003,3009,110010011003009,110010011003009,12430,0,28,28,23,5,0,0,0,0,0,0,0,0,3,20,5,0,0,0,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,0,0,9,9,0,3.071206,509.809441,12428.731027,0.004799
942,0011004,4000,110010011004000,110010011004000,6285,0,4,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1.552893,373.836946,6284.336128,0.002426
943,0011004,4001,110010011004001,110010011004001,13497,0,28,26,25,0,0,1,0,0,0,1,1,0,3,23,0,0,1,0,0,0,0,1,0,21,19,0,0,1,0,0,0,0,1,0,2,17,0,0,1,0,0,0,0,1,0,11,11,0,3.33475,544.168972,13495.255636,0.005211
944,0011004,4002,110010011004002,110010011004002,18666,0,48,48,48,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,17,17,0,4.612013,610.940337,18664.153925,0.007206
945,0011004,4003,110010011004003,110010011004003,22963,0,46,42,36,0,1,5,0,0,0,0,0,0,1,35,0,1,5,0,0,0,0,0,0,38,31,0,1,5,0,0,0,0,0,0,1,30,0,1,5,0,0,0,0,0,0,21,18,2,5.67379,687.184716,22961.012309,0.008865
946,0011004,4004,110010011004004,110010011004004,18678,0,59,57,55,0,0,2,0,0,0,0,2,0,0,55,0,0,2,0,0,0,0,2,0,40,38,0,0,2,0,0,0,0,0,0,0,38,0,0,2,0,0,0,0,0,0,20,19,1,4.614909,610.861162,18675.87349,0.007211
947,0011004,4005,110010011004005,110010011004005,19657,0,38,35,30,3,0,2,0,0,1,3,0,0,4,26,3,0,2,0,0,1,3,0,0,31,25,1,0,2,0,0,1,3,0,0,2,23,1,0,2,0,0,1,3,0,0,19,19,0,4.856757,620.167417,19654.597116,0.007589
948,0011004,4006,110010011004006,110010011004006,147436,0,21,20,10,6,0,2,0,2,1,0,0,0,0,10,6,0,2,0,2,1,0,0,0,18,10,4,0,2,0,2,0,0,0,0,0,10,4,0,2,0,2,0,0,0,0,10,10,0,36.428632,1688.461474,147421.44333,0.05692
949,0011004,4007,110010011004007,110010011004007,950,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.234726,136.452968,949.902689,0.000367
950,0011004,4008,110010011004008,110010011004008,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355228,374.305943,5484.414641,0.002118
951,0011004,4009,110010011004009,110010011004009,20711,0,25,25,25,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,9,9,0,5.117292,633.06613,20708.947589,0.007996
952,0011004,4010,110010011004010,110010011004010,31567,0,114,109,96,7,1,5,0,0,2,0,2,0,5,92,7,1,5,0,0,2,0,2,0,95,79,7,1,4,0,0,1,0,2,0,3,77,7,1,4,0,0,1,0,2,0,37,37,0,7.79962,691.668343,31563.942208,0.012187
953,0011004,4011,110010011004011,110010011004011,4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.127232,308.848393,4561.746709,0.001761
954,0011004,4012,110010011004012,110010011004012,44513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.773824,848.402804,43600.119767,0.016834
955,0011004,4013,110010011004013,110010011004013,45562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.257615,873.241408,45557.952709,0.01759
956,0011004,4014,110010011004014,110010011004014,7043,0,47,41,31,0,0,10,0,0,1,0,5,0,3,29,0,0,10,0,0,0,0,5,0,39,28,0,0,9,0,0,0,0,2,0,2,26,0,0,9,0,0,0,0,2,0,20,20,0,1.740159,375.173038,7042.173317,0.002719
957,0011004,4015,110010011004015,110010011004015,12086,0,49,46,43,0,0,3,0,0,0,0,3,0,2,41,0,0,3,0,0,0,0,3,0,41,37,0,0,3,0,0,0,0,1,0,2,35,0,0,3,0,0,0,0,1,0,23,22,1,2.986158,465.840576,12084.552169,0.004666
958,0011004,4016,110010011004016,110010011004016,13967,0,60,57,47,7,0,0,0,3,0,0,3,0,4,43,7,0,0,0,3,0,0,3,0,48,40,5,0,0,0,2,0,0,1,0,4,36,5,0,0,0,2,0,0,1,0,24,24,0,3.451048,509.257849,13965.893882,0.005392
959,0011004,4017,110010011004017,110010011004017,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773624,261.918602,3130.743271,0.001209
960,0011004,4018,110010011004018,110010011004018,15823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90945,513.009609,15820.982701,0.006109
961,0011004,4019,110010011004019,110010011004019,10415,0,65,62,51,3,0,8,0,0,0,0,1,0,0,51,3,0,8,0,0,0,0,1,0,59,48,3,0,5,0,0,0,0,1,0,0,48,3,0,5,0,0,0,0,1,0,37,37,0,2.5734,630.98559,10414.181205,0.004021
962,0011004,4020,110010011004020,110010011004020,15305,0,71,67,62,3,0,2,0,0,3,0,2,0,7,55,3,0,2,0,0,3,0,2,0,60,52,3,0,2,0,0,2,0,1,0,7,45,3,0,2,0,0,2,0,1,0,35,32,3,3.781664,517.170992,15303.850979,0.005909
963,0011004,4021,110010011004021,110010011004021,9213,0,22,22,22,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,11,10,1,2.276258,422.272011,9211.690588,0.003557
964,0011004,4022,110010011004022,110010011004022,23331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.764737,629.177253,23329.062054,0.009007
965,0011004,4023,110010011004023,110010011004023,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996098,430.763373,4031.0676,0.001556
966,0011004,4024,110010011004024,110010011004024,66256,0,20,20,20,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,7,7,0,16.370582,1136.494028,66249.395019,0.025579
967,0011004,4025,110010011004025,110010011004025,4064,0,5,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,1,1.004199,298.352956,4063.848754,0.001569
968,0011004,4026,110010011004026,110010011004026,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603014,330.895576,6487.167472,0.002505
969,0011004,4027,110010011004027,110010011004027,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910553,257.114427,3684.876672,0.001423
970,0011004,4028,110010011004028,110010011004028,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783782,261.29498,3171.852292,0.001225
971,0011004,4029,110010011004029,110010011004029,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953877,355.420249,3860.203186,0.00149
972,0011004,4030,110010011004030,110010011004030,21241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.248167,596.066934,21238.578353,0.0082
973,0012001,1000,110010012001000,110010012001000,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167733,114.082083,678.793134,0.000262
974,0012001,1001,110010012001001,110010012001001,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122643,283.257998,4543.175274,0.001754
975,0012001,1002,110010012001002,110010012001002,7072,0,159,152,116,23,0,9,0,4,2,2,2,0,9,112,23,0,9,0,2,1,2,2,0,156,114,23,0,9,0,4,2,2,2,0,8,110,23,0,9,0,2,1,2,2,0,116,107,9,1.747375,339.769523,7071.374365,0.00273
976,0012001,1003,110010012001003,110010012001003,8898,0,534,511,366,55,2,75,0,13,13,6,5,0,45,345,51,2,72,0,0,9,6,5,0,516,363,52,2,66,0,13,10,6,5,0,44,342,48,2,63,0,0,7,6,5,0,399,376,23,2.198488,519.928002,8896.964624,0.003435
977,0012001,1004,110010012001004,110010012001004,12591,0,285,279,244,16,0,14,0,5,5,1,1,0,19,232,14,0,14,0,0,5,1,1,0,259,224,15,0,14,0,3,2,1,1,0,16,213,13,0,14,0,0,2,1,1,0,175,169,6,3.110929,491.588416,12589.48158,0.004861
978,0012001,1005,110010012001005,110010012001005,10977,0,28,28,24,0,0,4,0,0,0,0,0,0,3,21,0,0,4,0,0,0,0,0,0,20,18,0,0,2,0,0,0,0,0,0,3,15,0,0,2,0,0,0,0,0,0,11,10,1,2.712157,442.820275,10975.711031,0.004238
979,0012001,1006,110010012001006,110010012001006,11429,0,29,29,26,0,0,3,0,0,0,0,0,0,2,24,0,0,3,0,0,0,0,0,0,22,19,0,0,3,0,0,0,0,0,0,2,17,0,0,3,0,0,0,0,0,0,12,11,1,2.823771,489.865401,11427.397707,0.004412
980,0012001,1007,110010012001007,110010012001007,5391,0,10,10,9,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0,1.33192,330.626035,5390.089985,0.002081
981,0012001,1008,110010012001008,110010012001008,19565,0,57,56,52,0,1,3,0,0,0,0,1,0,0,52,0,1,3,0,0,0,0,1,0,46,41,0,1,3,0,0,0,0,1,0,0,41,0,1,3,0,0,0,0,1,0,23,23,0,4.834225,663.894914,19563.413482,0.007553
982,0012001,1009,110010012001009,110010012001009,11633,0,38,36,28,0,0,3,0,5,0,1,1,0,4,26,0,0,3,0,3,0,1,1,0,25,22,0,0,1,0,0,0,1,1,0,2,20,0,0,1,0,0,0,1,1,0,12,12,0,2.874292,461.553823,11631.846836,0.004491
983,0012001,1010,110010012001010,110010012001010,15291,0,112,107,93,5,0,6,0,3,1,0,2,0,6,92,5,0,6,0,0,1,0,2,0,98,82,4,0,6,0,3,1,0,2,0,4,81,4,0,6,0,0,1,0,2,0,67,63,4,3.778237,562.057005,15289.982584,0.005903
984,0012001,1011,110010012001011,110010012001011,28350,0,421,405,342,20,0,36,0,7,10,0,6,0,49,306,18,0,36,0,3,8,0,5,0,393,316,19,0,35,0,7,10,0,6,0,48,281,17,0,35,0,3,8,0,5,0,277,265,12,7.004677,732.840282,28346.92084,0.010945
985,0012001,1012,110010012001012,110010012001012,20737,0,51,51,47,0,0,3,0,1,0,0,0,0,3,44,0,0,3,0,1,0,0,0,0,36,33,0,0,3,0,0,0,0,0,0,2,31,0,0,3,0,0,0,0,0,0,17,17,0,5.123709,595.281604,20734.914497,0.008006
986,0012001,1013,110010012001013,110010012001013,26984,0,78,78,73,3,1,1,0,0,0,0,0,0,1,73,3,0,1,0,0,0,0,0,0,53,49,3,0,1,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,0,27,26,1,6.667122,702.9551,26980.884426,0.010417
987,0012001,1014,110010012001014,110010012001014,7927,0,19,18,18,0,0,0,0,0,0,0,1,0,2,16,0,0,0,0,0,0,0,1,0,17,16,0,0,0,0,0,0,0,1,0,2,14,0,0,0,0,0,0,0,1,0,6,6,0,1.958591,384.343571,7926.136255,0.00306
988,0012001,1015,110010012001015,110010012001015,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156369,114.664512,632.804696,0.000244
989,0012002,2000,110010012002000,110010012002000,29103,0,318,313,238,44,1,29,0,1,3,2,2,0,11,229,44,0,29,0,0,3,2,2,0,296,226,36,1,27,0,1,3,2,2,0,11,217,36,0,27,0,0,3,2,2,0,227,208,19,7.190688,790.406157,29099.681165,0.011235
990,0012002,2001,110010012002001,110010012002001,21047,0,53,53,45,0,0,0,0,8,0,0,0,0,9,44,0,0,0,0,0,0,0,0,0,42,35,0,0,0,0,7,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,20,20,0,5.200234,634.167032,21044.598459,0.008125
