OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SqMiles
96,0005021,1000,110010005021000,110010005021000,23165,0,377,364,279,17,8,34,0,26,5,4,7,0,69,247,16,1,34,0,0,3,2,7,0,339,260,11,4,33,0,21,4,3,5,0,58,230,10,0,33,0,0,3,2,5,0,223,198,25,5.723729,642.486926,23163.107566,0.008943
97,0005021,1001,110010005021001,110010005021001,26725,0,303,301,262,9,2,18,0,10,0,0,1,0,21,250,9,2,18,0,1,0,0,1,0,266,229,9,2,15,0,9,0,0,1,0,18,219,9,2,15,0,1,0,0,1,0,148,143,5,6.603222,752.383195,26722.291711,0.010318
98,0005021,1002,110010005021002,110010005021002,29796,0,188,185,173,6,0,4,0,2,1,0,3,0,13,163,4,0,4,0,1,1,0,3,0,146,133,4,0,4,0,2,1,0,3,0,7,128,3,0,4,0,1,1,0,3,0,72,71,1,7.362061,787.611929,29793.203442,0.011503
99,0005021,1003,110010005021003,110010005021003,99407,0,145,143,135,0,1,7,0,0,1,0,1,0,5,131,0,0,7,0,0,1,0,1,0,111,106,0,0,5,0,0,0,0,0,0,4,102,0,0,5,0,0,0,0,0,0,52,50,2,23.606205,1541.804149,95530.921148,0.036885
100,0005021,1004,110010005021004,110010005021004,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902492,414.275383,7699.110618,0.002973
101,0005021,1005,110010005021005,110010005021005,13555,0,33,33,33,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,11,11,0,3.349228,564.682058,13553.843246,0.005233
102,0005021,1006,110010005021006,110010005021006,32192,0,114,111,107,0,0,4,0,0,0,0,2,0,5,103,0,0,4,0,0,0,0,2,0,92,87,0,0,4,0,0,0,0,0,0,4,84,0,0,4,0,0,0,0,0,0,44,44,0,7.954057,760.69422,32188.927847,0.012428
103,0005021,1007,110010005021007,110010005021007,23920,0,69,69,69,0,0,0,0,0,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,32,32,0,5.91005,726.024118,23917.12356,0.009234
104,0005021,1008,110010005021008,110010005021008,80115,0,184,178,154,2,3,14,0,5,2,1,3,0,34,131,2,1,13,0,1,0,1,1,0,138,119,2,2,9,0,4,0,1,1,0,21,103,2,1,8,0,1,0,1,1,0,68,65,3,19.79495,1424.254274,80107.322044,0.03093
105,0005021,1009,110010005021009,110010005021009,666,0,5,5,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,3,0,0.164456,109.790819,665.528167,0.000257
106,0005021,1010,110010005021010,110010005021010,14261,0,25,24,22,0,0,0,0,2,0,0,1,0,8,17,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,2,0,0,1,0,5,15,0,0,0,0,0,0,0,0,0,10,10,0,3.523641,559.195636,14259.669686,0.005506
107,0005021,1011,110010005021011,110010005021011,20915,0,287,274,236,12,0,20,0,6,2,4,8,0,26,219,12,0,20,0,0,2,2,8,0,260,215,12,0,18,0,6,2,4,4,0,22,202,12,0,18,0,0,2,2,4,0,189,173,16,5.167643,640.656567,20912.708889,0.008074
108,0005021,1012,110010005021012,110010005021012,5707,0,18,18,13,0,0,3,0,2,0,0,0,0,0,13,0,0,3,0,2,0,0,0,0,12,9,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,6,0,1.410083,363.740067,5706.40347,0.002203
109,0005021,1013,110010005021013,110010005021013,16154,0,50,50,46,0,0,4,0,0,0,0,0,0,2,44,0,0,4,0,0,0,0,0,0,45,41,0,0,4,0,0,0,0,0,0,2,39,0,0,4,0,0,0,0,0,0,23,22,1,3.991271,537.276617,16152.100702,0.006236
110,0005021,1014,110010005021014,110010005021014,15028,0,52,52,51,1,0,0,0,0,0,0,0,0,5,46,1,0,0,0,0,0,0,0,0,34,33,1,0,0,0,0,0,0,0,0,5,28,1,0,0,0,0,0,0,0,0,16,16,0,3.713136,578.044457,15026.526298,0.005802
111,0005022,2000,110010005022000,110010005022000,46536,0,224,219,201,5,0,11,0,2,0,1,4,0,7,195,5,0,11,0,1,0,1,4,0,215,194,5,0,11,0,1,0,1,3,0,7,188,5,0,11,0,0,0,1,3,0,167,150,17,11.49822,1228.795886,46531.645327,0.017966
112,0005022,2001,110010005022001,110010005022001,12243,0,197,186,151,16,0,12,0,7,6,3,2,0,22,142,14,0,12,0,0,5,3,2,0,192,149,16,0,12,0,7,3,1,2,0,22,140,14,0,12,0,0,2,1,2,0,150,144,6,3.024991,471.773153,12241.704886,0.004727
113,0005022,2002,110010005022002,110010005022002,30126,0,138,130,123,0,0,7,0,0,3,3,5,0,3,120,0,0,7,0,0,3,3,5,0,112,102,0,0,5,0,0,2,2,3,0,3,99,0,0,5,0,0,2,2,3,0,55,55,0,7.443482,995.822966,30122.702454,0.01163
114,0005022,2003,110010005022003,110010005022003,18047,0,58,58,55,0,0,3,0,0,0,0,0,0,0,55,0,0,3,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,17,17,0,4.45913,547.583921,18045.459554,0.006967
115,0005022,2004,110010005022004,110010005022004,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16643,123.028114,673.516834,0.00026
116,0005022,2005,110010005022005,110010005022005,13063,0,69,66,56,5,1,4,0,0,0,0,3,0,3,53,5,1,4,0,0,0,0,3,0,59,49,4,1,4,0,0,0,0,1,0,3,46,4,1,4,0,0,0,0,1,0,29,28,1,3.227514,529.63526,13061.284482,0.005043
117,0005022,2006,110010005022006,110010005022006,55376,0,653,629,549,22,0,47,0,11,6,1,16,1,41,521,21,0,47,0,3,6,1,15,1,620,532,21,0,39,0,8,5,1,13,1,39,504,20,0,39,0,1,5,1,13,1,459,405,54,13.682218,1065.665011,55369.970667,0.021378
118,0006001,1000,110010006001000,110010006001000,27670,0,312,311,281,8,0,22,0,0,1,1,0,0,3,278,8,0,22,0,0,1,1,0,0,296,268,7,0,20,0,0,1,1,0,0,3,265,7,0,20,0,0,1,1,0,0,218,210,8,6.836761,749.675868,27667.38881,0.010682
119,0006001,1001,110010006001001,110010006001001,90615,0,207,204,190,4,1,8,0,1,0,1,2,0,16,176,4,0,8,0,0,0,1,2,0,185,171,4,1,6,0,1,0,1,1,0,14,159,4,0,6,0,0,0,1,1,0,132,122,10,22.389249,1560.956736,90606.077067,0.034983
120,0006001,1002,110010006001002,110010006001002,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236919,173.660402,958.777367,0.00037
121,0006001,1003,110010006001003,110010006001003,51990,0,476,454,399,17,0,19,1,18,4,4,8,4,73,355,14,0,19,1,1,0,4,8,2,415,347,15,0,17,1,18,2,4,5,4,60,314,12,0,17,1,1,0,4,5,2,291,274,17,12.84563,1535.57614,51984.420079,0.020071
122,0006001,1004,110010006001004,110010006001004,24471,0,69,67,56,2,2,6,0,1,2,0,0,0,2,55,2,2,6,0,0,2,0,0,0,55,46,2,2,4,0,1,0,0,0,0,2,45,2,2,4,0,0,0,0,0,0,29,28,1,6.046315,966.269113,24468.569846,0.009447
123,0006001,1005,110010006001005,110010006001005,19195,0,63,62,57,3,0,1,0,1,0,0,1,0,1,57,3,0,1,0,0,0,0,1,0,44,41,1,0,0,0,1,0,0,1,0,1,41,1,0,0,0,0,0,0,1,0,24,23,1,4.74273,562.705127,19193.147826,0.007411
124,0006002,2000,110010006002000,110010006002000,26862,0,173,169,155,3,0,8,0,3,0,0,2,2,24,137,2,0,8,0,0,0,0,2,0,154,138,3,0,6,0,3,0,0,2,2,22,122,2,0,6,0,0,0,0,2,0,91,87,4,6.637104,692.872313,26859.408182,0.01037
125,0006002,2001,110010006002001,110010006002001,23629,0,151,140,112,10,0,13,0,5,7,0,2,1,23,101,7,0,12,0,0,6,0,2,0,139,106,10,0,13,0,5,2,0,1,1,22,95,7,0,12,0,0,2,0,1,0,105,91,14,5.838342,638.313405,23626.932804,0.009122
126,0006002,2002,110010006002002,110010006002002,62833,0,172,169,164,0,0,4,0,1,0,0,2,0,8,158,0,0,4,0,0,0,0,2,0,140,134,0,0,4,0,1,0,0,0,0,5,131,0,0,4,0,0,0,0,0,0,69,69,0,15.52478,1466.682805,62826.555666,0.024257
127,0006002,2003,110010006002003,110010006002003,22306,0,51,51,49,0,0,1,0,1,0,0,0,0,2,48,0,0,1,0,0,0,0,0,0,32,30,0,0,1,0,1,0,0,0,0,2,29,0,0,1,0,0,0,0,0,0,16,15,1,5.511359,665.637343,22303.679098,0.008611
128,0006002,2004,110010006002004,110010006002004,9396,0,33,33,31,1,0,1,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,22,20,1,0,1,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,11,10,1,2.321496,410.136119,9394.762066,0.003627
129,0006002,2005,110010006002005,110010006002005,60448,26,175,163,152,7,0,4,0,0,9,5,2,0,6,146,7,0,4,0,0,9,5,2,0,144,129,7,0,3,0,0,2,2,2,0,4,125,7,0,3,0,0,2,2,2,0,73,71,2,14.941948,1191.43582,60467.919502,0.023347
130,0006002,2006,110010006002006,110010006002006,25831,0,90,89,82,6,1,0,0,0,0,1,0,0,8,75,6,0,0,0,0,0,1,0,0,76,70,4,1,0,0,0,0,1,0,0,8,63,4,0,0,0,0,0,1,0,0,39,39,0,6.382241,826.352191,25828.011611,0.009972
131,0006002,2007,110010006002007,110010006002007,203938,0,205,201,176,6,2,13,0,4,3,1,1,0,13,167,6,1,12,0,2,3,1,1,0,175,153,5,2,9,0,4,1,1,1,0,10,146,5,1,9,0,2,1,1,1,0,117,109,8,50.389209,1983.315558,203917.893595,0.078733
132,0006002,2008,110010006002008,110010006002008,10287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541752,406.066702,10286.104539,0.003971
133,0006002,2009,110010006002009,110010006002009,12965,0,57,53,48,0,0,5,0,0,0,0,3,1,5,43,0,0,5,0,0,0,0,3,1,42,38,0,0,4,0,0,0,0,0,0,5,33,0,0,4,0,0,0,0,0,0,19,19,0,3.203416,465.746854,12963.765531,0.005005
134,0006003,3000,110010006003000,110010006003000,24961,45,50,50,44,6,0,0,0,0,0,0,0,0,1,43,6,0,0,0,0,0,0,0,0,41,36,5,0,0,0,0,0,0,0,0,1,35,5,0,0,0,0,0,0,0,0,18,18,0,6.178551,646.30369,25003.709325,0.009654
135,0006003,3001,110010006003001,110010006003001,24953,0,58,58,53,5,0,0,0,0,0,0,0,0,3,50,5,0,0,0,0,0,0,0,0,41,39,2,0,0,0,0,0,0,0,0,2,37,2,0,0,0,0,0,0,0,0,19,19,0,6.165448,645.632105,24950.681433,0.009634
136,0006003,3002,110010006003002,110010006003002,17186,0,115,109,90,4,1,8,0,6,0,0,5,0,9,85,4,1,8,0,3,0,0,5,0,100,81,3,1,7,0,3,0,0,4,0,8,77,3,1,7,0,0,0,0,4,0,73,66,7,4.246428,529.834163,17184.683875,0.006635
137,0006003,3003,110010006003003,110010006003003,14434,0,159,151,113,11,0,16,0,11,4,5,2,1,19,104,11,0,16,0,2,3,5,2,1,143,103,10,0,15,0,8,3,4,2,1,17,95,10,0,15,0,0,2,4,2,1,113,95,18,3.566432,486.262704,14432.836417,0.005573
138,0006003,3004,110010006003004,110010006003004,20497,0,45,44,44,0,0,0,0,0,1,0,0,0,1,43,0,0,0,0,0,1,0,0,0,36,35,0,0,0,0,0,1,0,0,0,1,34,0,0,0,0,0,1,0,0,0,18,18,0,5.064369,599.945083,20494.772254,0.007913
139,0006003,3005,110010006003005,110010006003005,20544,0,68,65,60,2,0,1,0,2,2,0,1,0,6,54,2,0,1,0,2,2,0,1,0,51,47,2,0,1,0,0,0,0,1,0,4,43,2,0,1,0,0,0,0,1,0,25,25,0,5.076035,600.32927,20541.98419,0.007931
140,0006003,3006,110010006003006,110010006003006,21124,0,57,54,53,0,0,1,0,0,0,0,3,0,5,48,0,0,1,0,0,0,0,3,0,43,42,0,0,1,0,0,0,0,0,0,3,39,0,0,1,0,0,0,0,0,0,19,19,0,5.21944,613.538831,21122.322908,0.008155
141,0006003,3007,110010006003007,110010006003007,18740,0,40,40,36,0,0,4,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,29,27,0,0,2,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,15,15,0,4.63019,580.71785,18737.71563,0.007235
142,0006003,3008,110010006003008,110010006003008,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.953095,460.998688,11950.752685,0.004614
143,0006004,4000,110010006004000,110010006004000,66352,0,155,151,127,8,1,15,0,0,0,2,2,0,6,121,8,1,15,0,0,0,2,2,0,111,90,6,1,12,0,0,0,2,0,0,3,87,6,1,12,0,0,0,2,0,0,51,48,3,16.394362,1206.017662,66345.629146,0.025616
144,0006004,4001,110010006004001,110010006004001,83412,0,78,76,73,0,0,2,0,1,0,0,2,0,5,69,0,0,2,0,0,0,0,2,0,62,58,0,0,2,0,0,0,0,2,0,2,56,0,0,2,0,0,0,0,2,0,31,30,1,20.609517,1620.935335,83403.757904,0.032202
145,0006004,4002,110010006004002,110010006004002,116243,0,182,181,79,96,1,3,1,1,1,0,0,0,6,74,96,1,3,1,0,1,0,0,0,182,79,96,1,3,1,1,1,0,0,0,6,74,96,1,3,1,0,1,0,0,0,0,0,0,28.721316,1458.292088,116231.040761,0.044877
146,0006004,4003,110010006004003,110010006004003,12886,0,118,118,99,6,0,6,0,7,0,0,0,0,18,88,6,0,6,0,0,0,0,0,0,111,92,6,0,6,0,7,0,0,0,0,18,81,6,0,6,0,0,0,0,0,0,91,87,4,3.183818,473.580756,12884.453474,0.004975
147,0006004,4004,110010006004004,110010006004004,5115,0,39,38,36,0,0,2,0,0,0,0,1,0,8,29,0,0,2,0,0,0,0,0,0,30,27,0,0,2,0,0,0,0,1,0,6,22,0,0,2,0,0,0,0,0,0,11,11,0,1.26392,313.579559,5114.901423,0.001975
148,0006004,4005,110010006004005,110010006004005,24727,0,92,84,75,2,0,5,0,2,4,0,4,0,8,72,1,0,5,0,0,2,3,1,0,68,59,2,0,3,0,0,2,1,2,0,4,56,1,0,3,0,0,2,1,2,0,41,39,2,6.109566,743.307758,24724.534634,0.009546
149,0006004,4006,110010006004006,110010006004006,17678,0,71,66,63,0,0,3,0,0,0,0,5,0,3,60,0,0,3,0,0,0,0,5,0,60,55,0,0,3,0,0,0,0,2,0,2,53,0,0,3,0,0,0,0,2,0,30,30,0,4.367893,571.425466,17676.235309,0.006825
150,0006004,4007,110010006004007,110010006004007,9282,0,28,27,26,1,0,0,0,0,1,0,0,0,0,26,1,0,0,0,0,1,0,0,0,22,21,1,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,14,14,0,2.293494,480.084318,9281.441374,0.003584
151,0006004,4008,110010006004008,110010006004008,9856,0,52,51,51,0,0,0,0,0,1,0,0,0,4,47,0,0,0,0,0,1,0,0,0,41,40,0,0,0,0,0,1,0,0,0,4,36,0,0,0,0,0,1,0,0,0,21,20,1,2.435156,552.250928,9854.726002,0.003805
152,0006004,4009,110010006004009,110010006004009,21742,0,94,94,91,0,1,2,0,0,0,0,0,0,3,90,0,0,1,0,0,0,0,0,0,65,64,0,0,1,0,0,0,0,0,0,1,63,0,0,1,0,0,0,0,0,0,37,35,2,5.372086,642.836347,21740.059796,0.008394
153,0006004,4010,110010006004010,110010006004010,22585,0,82,76,73,0,0,3,0,0,0,1,5,0,3,71,0,0,3,0,0,0,0,5,0,59,54,0,0,3,0,0,0,0,2,0,2,52,0,0,3,0,0,0,0,2,0,28,28,0,5.580396,622.004331,22583.05977,0.008719
154,0006004,4011,110010006004011,110010006004011,22563,0,88,86,83,1,0,1,0,1,0,0,2,0,3,81,1,0,1,0,0,0,0,2,0,71,67,1,0,1,0,0,0,0,2,0,1,66,1,0,1,0,0,0,0,2,0,35,33,2,5.575011,621.576465,22561.267831,0.008711
155,0006004,4012,110010006004012,110010006004012,51686,0,255,245,228,4,0,6,0,7,6,1,3,0,16,218,4,0,6,0,3,5,1,3,0,215,194,4,0,5,0,5,4,1,3,0,11,188,4,0,5,0,1,3,1,3,0,138,129,9,12.770565,1174.941978,51680.643725,0.019954
156,0006004,4013,110010006004013,110010006004013,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399523,216.099042,1616.811888,0.000624
157,0006004,4014,110010006004014,110010006004014,17831,0,61,58,56,0,0,2,0,0,0,0,3,0,3,53,0,0,2,0,0,0,0,3,0,47,44,0,0,2,0,0,0,0,1,0,3,41,0,0,2,0,0,0,0,1,0,22,22,0,4.405764,560.468868,17829.495926,0.006884
158,0001001,1000,110010001001000,110010001001000,576053,0,324,312,270,7,2,23,0,10,0,0,7,0,45,239,7,2,23,0,0,0,0,7,0,293,247,6,2,20,0,7,0,0,6,0,37,221,6,2,20,0,0,0,0,6,0,207,188,19,142.671646,4368.365414,577371.665168,0.222924
159,0001001,1001,110010001001001,110010001001001,25769,0,30,30,25,0,0,1,0,4,0,0,0,0,4,25,0,0,1,0,0,0,0,0,0,23,20,0,0,1,0,2,0,0,0,0,2,20,0,0,1,0,0,0,0,0,0,14,13,1,6.367083,702.229982,25766.671637,0.009949
160,0001001,1002,110010001001002,110010001001002,24957,0,122,119,118,0,0,1,0,0,0,1,2,1,3,115,0,0,1,0,0,0,1,2,1,104,100,0,0,1,0,0,0,1,2,1,3,97,0,0,1,0,0,0,1,2,1,70,69,1,6.166468,664.086237,24954.808794,0.009635
161,0001001,1003,110010001001003,110010001001003,11951,0,141,141,137,0,0,4,0,0,0,0,0,0,7,130,0,0,4,0,0,0,0,0,0,126,122,0,0,4,0,0,0,0,0,0,6,116,0,0,4,0,0,0,0,0,0,81,78,3,2.952872,455.774596,11949.848404,0.004614
162,0001001,1004,110010001001004,110010001001004,41130,0,78,78,65,5,1,6,1,0,0,0,0,0,4,61,5,1,6,1,0,0,0,0,0,71,60,4,1,5,1,0,0,0,0,0,3,57,4,1,5,1,0,0,0,0,0,56,46,10,10.162325,952.648961,41125.471996,0.015879
163,0001001,1005,110010001001005,110010001001005,23670,0,31,31,29,0,0,2,0,0,0,0,0,0,1,28,0,0,2,0,0,0,0,0,0,29,27,0,0,2,0,0,0,0,0,0,1,26,0,0,2,0,0,0,0,0,0,20,16,4,5.848436,637.693159,23667.781023,0.009138
164,0001001,1006,110010001001006,110010001001006,27323,0,108,108,105,0,0,0,0,3,0,0,0,0,6,102,0,0,0,0,0,0,0,0,0,91,88,0,0,0,0,3,0,0,0,0,6,85,0,0,0,0,0,0,0,0,0,64,56,8,6.750973,755.657441,27320.217365,0.010548
165,0001001,1007,110010001001007,110010001001007,5216,0,38,38,37,1,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,35,34,1,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,26,22,4,1.288753,289.12394,5215.3974,0.002014
166,0001001,1008,110010001001008,110010001001008,20619,0,50,50,49,0,0,1,0,0,0,0,0,0,4,45,0,0,1,0,0,0,0,0,0,38,37,0,0,1,0,0,0,0,0,0,4,33,0,0,1,0,0,0,0,0,0,25,24,1,5.094608,629.92565,20617.147775,0.00796
167,0001001,1009,110010001001009,110010001001009,20527,0,114,112,103,2,0,6,0,1,1,1,0,0,8,95,2,0,6,0,1,1,1,0,0,98,88,2,0,6,0,1,0,1,0,0,8,80,2,0,6,0,1,0,1,0,0,66,57,9,5.071864,631.196466,20525.104012,0.007925
168,0001001,1010,110010001001010,110010001001010,10033,0,133,130,125,0,0,2,0,3,1,1,1,0,15,112,0,0,2,0,2,1,1,0,0,116,109,0,0,2,0,2,1,1,1,0,7,103,0,0,2,0,2,1,1,0,0,80,70,10,2.479043,423.83909,10032.330022,0.003874
169,0001001,1011,110010001001011,110010001001011,26245,0,174,174,159,6,0,8,0,1,0,0,0,0,12,148,6,0,8,0,0,0,0,0,0,144,131,4,0,8,0,1,0,0,0,0,9,123,4,0,8,0,0,0,0,0,0,84,75,9,6.484663,753.374749,26242.498857,0.010132
170,0001002,2000,110010001002000,110010001002000,42364,0,609,598,553,13,0,27,1,4,4,3,7,0,27,531,13,0,25,1,2,4,2,7,0,587,535,13,0,26,1,4,3,3,4,0,23,517,13,0,24,1,2,3,2,4,0,494,444,50,10.467249,1022.65885,42359.453072,0.016355
171,0001002,2001,110010001002001,110010001002001,21340,0,273,262,237,9,0,13,0,3,1,0,8,0,25,219,8,0,13,0,1,1,0,6,0,252,220,8,0,13,0,3,1,0,6,0,24,202,7,0,13,0,1,1,0,4,0,205,191,14,5.272633,597.097598,21337.587715,0.008238
172,0001002,2002,110010001002002,110010001002002,10459,0,102,99,95,1,0,3,0,0,3,0,0,0,3,92,1,0,3,0,0,3,0,0,0,88,83,1,0,3,0,0,1,0,0,0,3,80,1,0,3,0,0,1,0,0,0,64,56,8,2.584317,425.336478,10458.361256,0.004038
173,0001002,2003,110010001002003,110010001002003,8170,0,56,56,50,2,0,4,0,0,0,0,0,0,1,49,2,0,4,0,0,0,0,0,0,49,43,2,0,4,0,0,0,0,0,0,1,42,2,0,4,0,0,0,0,0,0,38,31,7,2.018639,353.798707,8169.141046,0.003154
174,0001002,2004,110010001002004,110010001002004,66620,0,63,61,53,3,0,5,0,0,0,0,2,0,2,51,3,0,5,0,0,0,0,2,0,55,45,3,0,5,0,0,0,0,2,0,2,43,3,0,5,0,0,0,0,2,0,43,33,10,16.460678,1895.030068,66614.002452,0.02572
175,0001002,2005,110010001002005,110010001002005,15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.938279,1549.785896,15937.649845,0.006154
176,0001002,2006,110010001002006,110010001002006,9456,0,88,81,80,0,0,1,0,0,1,1,3,0,1,79,0,0,1,0,0,1,1,3,0,78,70,0,0,1,0,0,1,1,3,0,1,69,0,0,1,0,0,1,1,3,0,48,43,5,2.336296,388.984334,9454.652581,0.00365
177,0001002,2007,110010001002007,110010001002007,10055,0,46,46,44,0,1,1,0,0,0,0,0,0,1,43,0,1,1,0,0,0,0,0,0,40,38,0,1,1,0,0,0,0,0,0,1,37,0,1,1,0,0,0,0,0,0,29,28,1,2.484481,401.971396,10054.337504,0.003882
178,0001002,2008,110010001002008,110010001002008,10002,0,104,104,96,5,3,0,0,0,0,0,0,0,3,93,5,3,0,0,0,0,0,0,0,85,80,3,2,0,0,0,0,0,0,0,2,78,3,2,0,0,0,0,0,0,0,47,45,2,2.471289,401.951901,10000.952999,0.003861
179,0001002,2009,110010001002009,110010001002009,4939,0,43,43,42,1,0,0,0,0,0,0,0,0,2,40,1,0,0,0,0,0,0,0,0,42,41,1,0,0,0,0,0,0,0,0,2,39,1,0,0,0,0,0,0,0,0,31,30,1,1.220298,301.983537,4938.372678,0.001907
180,0001003,3000,110010001003000,110010001003000,12392,0,46,46,37,1,0,8,0,0,0,0,0,0,2,35,1,0,8,0,0,0,0,0,0,38,32,1,0,5,0,0,0,0,0,0,2,30,1,0,5,0,0,0,0,0,0,16,16,0,3.061727,452.407734,12390.369587,0.004784
181,0001003,3001,110010001003001,110010001003001,12150,0,144,138,134,0,0,4,0,0,0,1,5,0,4,130,0,0,4,0,0,0,1,5,0,130,125,0,0,4,0,0,0,1,0,0,4,121,0,0,4,0,0,0,1,0,0,88,83,5,3.001963,449.244448,12148.512909,0.004691
182,0001003,3002,110010001003002,110010001003002,28148,0,248,248,229,3,0,14,0,2,0,0,0,0,9,220,3,0,14,0,2,0,0,0,0,204,187,3,0,14,0,0,0,0,0,0,9,178,3,0,14,0,0,0,0,0,0,110,107,3,6.955032,696.452575,28146.014486,0.010867
183,0001003,3003,110010001003003,110010001003003,22356,0,82,82,78,0,0,4,0,0,0,0,0,0,9,69,0,0,4,0,0,0,0,0,0,64,61,0,0,3,0,0,0,0,0,0,7,54,0,0,3,0,0,0,0,0,0,41,38,3,5.52382,608.023152,22354.108013,0.008631
184,0001003,3004,110010001003004,110010001003004,11378,0,52,52,43,6,0,3,0,0,0,0,0,0,4,40,6,0,2,0,0,0,0,0,0,47,40,4,0,3,0,0,0,0,0,0,4,37,4,0,2,0,0,0,0,0,0,27,21,6,2.811265,457.868403,11376.784049,0.004393
185,0001003,3005,110010001003005,110010001003005,22212,0,85,85,85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,37,34,3,5.488199,663.85307,22209.952925,0.008575
186,0001003,3006,110010001003006,110010001003006,16642,0,124,124,123,0,0,0,0,1,0,0,0,0,9,115,0,0,0,0,0,0,0,0,0,99,98,0,0,0,0,1,0,0,0,0,7,92,0,0,0,0,0,0,0,0,0,59,56,3,4.111846,554.733493,16640.051664,0.006425
187,0001003,3007,110010001003007,110010001003007,8418,0,49,48,46,0,0,2,0,0,0,0,1,0,5,41,0,0,2,0,0,0,0,1,0,45,43,0,0,2,0,0,0,0,0,0,4,39,0,0,2,0,0,0,0,0,0,27,26,1,2.079909,366.363218,8417.0924,0.00325
188,0001003,3008,110010001003008,110010001003008,8508,0,44,44,41,0,0,3,0,0,0,0,0,0,2,39,0,0,3,0,0,0,0,0,0,40,37,0,0,3,0,0,0,0,0,0,2,35,0,0,3,0,0,0,0,0,0,26,24,2,2.102073,369.199507,8506.789437,0.003284
189,0001003,3009,110010001003009,110010001003009,8544,0,44,44,40,0,0,0,0,4,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,38,35,0,0,0,0,3,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,24,22,2,2.111166,369.868904,8543.584935,0.003299
190,0001003,3010,110010001003010,110010001003010,8377,0,72,72,71,0,0,1,0,0,0,0,0,0,6,65,0,0,1,0,0,0,0,0,0,59,58,0,0,1,0,0,0,0,0,0,6,52,0,0,1,0,0,0,0,0,0,35,34,1,2.069682,366.098541,8375.707289,0.003234
