OBJECTID,LICENSE,APPLICANT,TRADE_NAME,ENDORSEMENTS,DESCRIPTIO,CLASS,ADDRESS,ADDRID,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,STATUS,TYPE,X,Y,WARD,ZIPCODE
1378,ABRA-078057,"Pocomo, LLC",Bayou,,Tavern,C,2519 PENNSYLVANIA AVENUE NW,273879,,CHECKED,,,CHECKED,,,About to Expire,Tavern,395328.86,137364.07,Ward 2,20037
1379,ABRA-078749,917 U LLC,Dodge City,,Tavern,C,917 U STREET NW,239443,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397855.68,138813.47,Ward 1,20001
1380,ABRA-078226,"Soul Haven, LLC",The Gibson,,Tavern,C,2009 14TH STREET NW,240337,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397255.89,138833.94,Ward 1,20009
1381,ABRA-078443,915 U LLC,Velvet Lounge,,Tavern,C,915 U STREET NW,239442,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397860.66,138814.9,Ward 1,20001
1382,ABRA-078727,"SMJ & Capitol Hill, Inc.",Capitol Hill Market,,Retail - Grocery,B,241 MASSACHUSETTS AVENUE NE,150404,,,,,,,,Active,Retail - Grocery,399803.66,136284.27,Ward 6,20002
1383,ABRA-083931,"BMWG, LLC",The Highlands,,Restaurant,C,4706 14TH STREET NW,255668,,CHECKED,,CHECKED,,,,Active,Restaurant,397137.09,142181.09,Ward 4,20011
1384,ABRA-080606,"Notta Bike or Bar, LLC",Meridian Pint,,Tavern,C,3400 11TH STREET NW,230947,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397526.22,140456.43,Ward 1,20010
1385,ABRA-091895,"DDW, LLC",Diamond District Wines,,Wholesaler,B,4221 CONNECTICUT AVENUE NW,309008,,,,,,,,Active,Wholesaler,394552.23,141770.13,Ward 3,20008
1386,ABRA-088476,"Taqueria Distrito Federal II, INC.",Taqueria Distrito Federal,,Restaurant,D,805 KENNEDY STREET NW,298221,,,,,,,,Active,Restaurant,397881.35,143173.85,Ward 4,20011
1387,ABRA-080839,"Neighborhood Restaurant Group VII, LLC",Birch & Barley/Churchkey,,Restaurant,C,1337 14TH STREET NW,243090,,CHECKED,,CHECKED,,,,Issued,Restaurant,397258.6,137847.39,Ward 2,20005
1388,ABRA-079038,"T & H Deli, Inc.",Palisades Deli & Market,,Retail - Grocery,B,4554 MACARTHUR BOULEVARD NW,224357,,,,,,,,Active,Retail - Grocery,392407.83,137915.93,Ward 3,20007
1389,ABRA-079523,Kelly's Michigan Park LLC,San Antonio Bar & Grill III,,Tavern,C,3908 12TH STREET NE,29568,,CHECKED,,CHECKED,CHECKED,,,About to Expire,Tavern,400801.24,141076.1,Ward 5,20017
1390,ABRA-079786,"1306 G Street Investors, LLC",Laughing Man,,Tavern,C,1310 G STREET NW,240663,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397343.59,136696.01,Ward 2,20005
1391,ABRA-078882,"Eatonville, Inc.",Mulebone,,Restaurant,C,2121 14TH STREET NW,306453,,CHECKED,,,CHECKED,,,Active,Restaurant,397257.92,138946.65,Ward 1,20009
1392,ABRA-079568,Room 11 LLC,Room 11,,Tavern,C,3234 11TH STREET NW,284615,,,,CHECKED,CHECKED,,,About to Expire,Tavern,397559.17,140290.93,Ward 1,20010
1393,ABRA-101370,"Bhujn, LLC",Himalayan Heritage Restaurant and Bar,,Restaurant,C,2305 18TH STREET NW,226269,,,,,,,,Active,Restaurant,396407.6,139108.5,Ward 1,20009
1394,ABRA-079449,"Gevani, Inc.",Zeba Bar & Grill,,Tavern,C,3423 14TH STREET NW,230874,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397184.94,140483.78,Ward 1,20010
1395,ABRA-086623,"Margots Chair, Inc.",The Coupe,,Restaurant,C,3415 11TH STREET NW,309403,,,,CHECKED,,,,Active,Restaurant,397553.25,140506.97,Ward 1,20010
1396,ABRA-079644,"2408 Wisconsin Avenue, LLC",Mason Inn,,Tavern,C,2408 WISCONSIN AVENUE NW,289356,,CHECKED,,,,,,About to Expire,Tavern,393718.68,139276.33,Ward 3,20007
1397,ABRA-081161,"1620 DC, LLC",Blackfinn,,Tavern,C,1620 I STREET NW,279268,,CHECKED,,CHECKED,,,,About to Expire,Tavern,396747.23,137025.68,Ward 2,20006
1398,ABRA-083570,"DC Narveer, Inc.",Cafe of India,,Restaurant,C,4909 WISCONSIN AVENUE NW,264504,,,,CHECKED,,,,Active,Restaurant,392911.13,142876.31,Ward 3,20016
1399,ABRA-086613,The Capital Wine School LLC,The Capital Wine School,,Tavern,C,5207 WISCONSIN AVENUE NW,305764,,,,,,,,About to Expire,Tavern,392751.84,143298.32,Ward 3,20015
1400,ABRA-082329,Bibiana LLC,BiBiana,,Restaurant,C,1100 NEW YORK AVENUE NW,297684,,,,CHECKED,,,,Active,Restaurant,397619.45,136979.92,Ward 2,20005
1401,ABRA-081238,"The Public Group, LLC",Public Bar,,Tavern,C,1214 18TH STREET NW,309094,,CHECKED,,,CHECKED,,,About to Expire,Tavern,396359.74,137603.14,Ward 2,20036
1402,ABRA-082215,"Georgia Avenue Media Lounge, LLC",Parkview Patio,,Tavern,C,3632 GEORGIA AVENUE NW,232145,,CHECKED,,,CHECKED,,,Safekeeping,Tavern,397885.65,140787.36,Ward 1,20010
1403,ABRA-081804,"Irish H, LLC",The Star and The Shamrock,,Tavern,C,1341 H STREET NE,286083,,CHECKED,,,,,,About to Expire,Tavern,401141.1,136903.73,Ward 6,20002
1404,ABRA-100211,"K & W Legacy, LLC",Capitol Hill Wine & Spirits,,Retail - Liquor Store,A,323 PENNSYLVANIA AVENUE SE,278358,,,,,,CHECKED,,Active,Retail - Liquor Store,399887.92,135402.73,Ward 6,20003
1405,ABRA-078091,"AAB, LLC",Black Squirrel,,Restaurant,C,2427 18TH STREET NW,235603,,CHECKED,,CHECKED,,,,Active,Restaurant,396365.74,139263.29,Ward 1,20009
1406,ABRA-088238,"Roanoke Valley DC, LLC",Roanoke Valley,,Wholesaler,A,4221 CONNECTICUT AVENUE NW,309008,,,,,,,,Issued,Wholesaler,394552.23,141770.13,Ward 3,20008
1407,ABRA-087818,Asmara Incorporated,Kenilworth Market,,Retail - Liquor Store,A,1612 KENILWORTH AVENUE NE,59977,,,,,,,,Active,Retail - Liquor Store,405645.08,138232.64,Ward 7,20019
1408,ABRA-087859,Think Italian LLC,Don Ciccio & Figli,,Manufacturer,A,6031 KANSAS AVENUE NW,259606,,,CHECKED,,,CHECKED,,Active,Manufacturer,399201.86,143907.79,Ward 4,20011
1409,ABRA-077310,,Sunray Market,,Retail - Class B,B,3205 GEORGIA AVENUE NW,218154,,,,,,,,Safekeeping,Retail - Class B,397993.06,140261.3,Ward 1,20010
1410,ABRA-087904,"The Noodle Shop Co.-Colorado, Inc.",Noodles & Company,,Restaurant,C,2635 CONNECTICUT AVENUE NW,284445,,,,CHECKED,,,,Safekeeping,Restaurant,395516.23,139642,Ward 3,20008
1411,ABRA-087920,"CCHH GHDC, LLC",Grand Hyatt Washington,,Hotel,C,1000 H STREET NW,239368,,CHECKED,,,,,,Active,Hotel,397702.33,136832.4,Ward 2,20001
1412,ABRA-087999,"BJ & M, Inc.",Argonne Market,,Retail - Class B,B,1629 COLUMBIA ROAD NW,236284,,,,,,,,Active,Retail - Class B,396719.4,139801.74,Ward 1,20009
1413,ABRA-088025,Deccan Group LLC,State Liquors,,Retail - Liquor Store,A,2159 P STREET NW,225945,,,,,,CHECKED,,Active,Retail - Liquor Store,395791.66,137997.15,Ward 2,20037
1414,ABRA-088060,"Logan Kitchen, LLC",The Pig,,Restaurant,C,1320 14TH STREET NW,240241,,,,CHECKED,,,,Active,Restaurant,397192.34,137789.64,Ward 2,20005
1415,ABRA-088102,"Chicken Tortilla, Inc.",Ocopa,,Restaurant,C,1324 H STREET NE,67520,,CHECKED,,,CHECKED,,,Active,Restaurant,401097.68,136948.19,Ward 6,20002
1416,ABRA-088106,"The Board Room DC, LLC",Board Room,,Tavern,C,1737 CONNECTICUT AVENUE NW,242739,,,,,,,,About to Expire,Tavern,396064.75,138421.34,Ward 2,20009
1417,ABRA-088119,Twin T's LLC,DC Shenanigans,,Tavern,C,2450 18TH STREET NW,235411,,CHECKED,,,,,,About to Expire,Tavern,396294.23,139340.23,Ward 1,20009
1418,ABRA-088121,"A & P Liquors, LLC",Crown Liquors,,Retail - Liquor Store,A,1325 CONNECTICUT AVENUE NW,304793,,,,,,CHECKED,,Active,Retail - Liquor Store,396348.53,137795.96,Ward 2,20036
1419,ABRA-088122,HR Enterprises Inc,Wheeler Liquors,,Retail - Liquor Store,A,4137 WHEELER ROAD SE,300967,,,,,,,,Active,Retail - Liquor Store,400865.12,129513.66,Ward 8,20032
1420,ABRA-088173,6220 Georgia LLC,Victor Liquors,,Retail - Liquor Store,A,6220 GEORGIA AVENUE NW,253209,,,,,,,,Active,Retail - Liquor Store,397577.17,144189.2,Ward 4,20011
1421,ABRA-088176,"PQ Carroll Square, Inc.",Le Pain Quotidien,,Restaurant,D,975 F STREET NW,300399,,,,,,,,Active,Restaurant,397782.03,136642.92,Ward 2,20004
1422,ABRA-088178,Ann Goal LLC,DC Thai Restaurant and Bakery,,Restaurant,C,1018 VERMONT AVENUE NW,278790,,,,CHECKED,,,,Active,Restaurant,397066.64,137266.56,Ward 2,20005
1423,ABRA-088179,"All Souls, LLC",All Souls,,Tavern,C,725 T STREET NW,218737,,,,CHECKED,,,,About to Expire,Tavern,398030.82,138652.6,Ward 1,20001
1424,ABRA-088198,"Georgetown Washington DC Inn, LLC",Georgetown Inn-Daily Grill,,Hotel,C,1310 WISCONSIN AVENUE NW,279035,,,,,,,,Active,Hotel,394486.89,137707.09,Ward 2,20007
1425,ABRA-088221,Lion Gate Inc,Lion's Fine Wine & Spirits,,Retail - Liquor Store,A,3614 GEORGIA AVENUE NW,232158,,,,,,CHECKED,,Active,Retail - Liquor Store,397871.58,140746.84,Ward 1,20010
1426,ABRA-088243,"Parc Deux Restaurant Partners, LLC",Le Diplomate,,Restaurant,C,1601 14TH STREET NW,243274,,,,CHECKED,,,,Active,Restaurant,397258.79,138168.07,Ward 2,20009
1427,ABRA-088258,Matchbox 14th Street LLC,Matchbox,,Restaurant,C,1901 14TH STREET NW,218546,,CHECKED,,CHECKED,,,,Active,Restaurant,397261.83,138653.55,Ward 1,20009
1428,ABRA-088262,"Pirosi, LLC",Cafe Sorriso,,Restaurant,C,2311 CALVERT STREET NW,236661,,,,CHECKED,,,,Active,Restaurant,395576.79,139546.39,Ward 3,20008
1429,ABRA-088274,"Restaurant Seki, LLC",Izakaya Seki,,Restaurant,C,1117 V STREET NW,238986,,,,,,,,Active,Restaurant,397589.32,138934.2,Ward 1,20009
1430,ABRA-088282,"Nimellis Pizzeria, LLC",Cafe Romeo's,,Restaurant,D,2132 WISCONSIN AVENUE NW,284245,,,,,CHECKED,,,Active,Restaurant,393900.06,138960.17,Ward 3,20007
1431,ABRA-088283,Southern Hospitality LLC,Southern Hospitality,,Restaurant,C,1813 ADAMS MILL ROAD NW,218514,,,,,CHECKED,,,Active,Restaurant,396309.84,139485.72,Ward 1,20009
1432,ABRA-088290,"Solomon Enterprises, LLC",Climax Restaurant & Hookah Bar,,Tavern,C,900 FLORIDA AVENUE NW,285452,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397899.62,138869.53,Ward 1,20001
1433,ABRA-088380,FHRY INCORPORATED,Dollar Plus Food Store,,Retail - Class B,B,1443 HOWARD ROAD SE,300826,,,,,,,,Safekeeping,Retail - Class B,401076.41,132286.25,Ward 8,20020
1434,ABRA-088441,"Hello Hospitality III, LLC",St. Arnold's Mussel Bar,,Restaurant,C,3433 CONNECTICUT AVENUE NW,284689,,CHECKED,,,CHECKED,,,Active,Restaurant,394970.97,140828.92,Ward 3,20008
1435,ABRA-088452,"1606 K, LLC",Fuel Pizza & Wings,,Restaurant,C,1606 K STREET NW,279248,,,,CHECKED,,,,Active,Restaurant,396777.81,137153.09,Ward 2,20006
1436,ABRA-088499,CHH Capital Tenant Corp.,Capital Hilton Hotel (The),,Hotel,C,1001 16TH STREET NW,278775,,CHECKED,,,,,,Active,Hotel,396883.19,137252.47,Ward 2,20036
1437,ABRA-088504,1541 Q LLC,Etto,,Restaurant,C,1541 14TH STREET NW,225781,,,,CHECKED,,,,Active,Restaurant,397253.02,138124.16,Ward 2,20005
1438,ABRA-088512,"LemLem, LLC",Keren Restaurant,,Restaurant,C,1780 FLORIDA AVENUE NW,243132,,CHECKED,,,,,,Active,Restaurant,396419.97,138764.72,Ward 2,20009
1439,ABRA-088527,Stubs LLC,Lupo Verde,,Restaurant,C,1401 T STREET NW,218000,,CHECKED,,CHECKED,,,,Active,Restaurant,397199.93,138649.83,Ward 2,20009
1440,ABRA-088603,Impala LLC,Impala Cantina Y Taqueria,,Tavern,C,1358 H STREET NE,65911,,CHECKED,,,CHECKED,,,Active,Tavern,401184.29,136951.91,Ward 6,20002
1441,ABRA-088611,"L Street Market, Inc.",7th L Street Market,,Retail - Class B,B,700 L STREET SE,296,,,,,,,,Active,Retail - Class B,400351.15,134428.52,Ward 6,20003
1442,ABRA-088623,DC Conscious Cafe LLC,DC Conscious Cafe,,Restaurant,D,1413 H STREET NE,286152,,CHECKED,,,,,,Active,Restaurant,401299.73,136909.92,Ward 6,20002
1443,ABRA-088646,Howard Theatre Entertainment LLC,Howard Theatre,,Multipurpose,C,620 T STREET NW,238442,,,,,,,,Active,Multipurpose,398170.69,138608.29,Ward 1,20001
1444,ABRA-088660,"Craft Wine & Spirits, LLC","Craft Wine & Spirits, LLC",,Wholesaler,A,5909 BLAIR ROAD NW,285279,,,,,,,,Active,Wholesaler,399186.48,143740.36,Ward 4,20011
1445,ABRA-088675,"R - S, INC",Kitty's Saloon,,Restaurant,C,1208 H STREET NE,71906,,,,,,,,Active,Restaurant,400884.58,136947.75,Ward 6,20002
1446,ABRA-088683,Quan LLC,Doi Moi/2 Birds 1 Stone,,Restaurant,C,1800 14TH STREET NW,310208,,,,CHECKED,,,,Active,Restaurant,397206.7,138487.58,Ward 2,20009
1447,ABRA-088727,600 F D.C. LLC,Fuel Pizza & Wings,,Restaurant,C,600 F STREET NW,238713,,,,CHECKED,,,,Active,Restaurant,398254.37,136583.69,Ward 2,20004
1448,ABRA-088752,"Hyeboong, Inc.",Hi Market,,Retail - Class B,B,2655 15TH STREET NW,234268,,,,,,,,Active,Retail - Class B,396951.15,139648.55,Ward 1,20009
1449,ABRA-088757,El Don LLC,El Don Restaurant,,Restaurant,C,4403 14TH STREET NW,284902,,CHECKED,,,,,,Active,Restaurant,397184.27,141825.82,Ward 4,20011
1450,ABRA-088772,"New Asylum, LLC",Smoke & Barrel,,Tavern,C,2471 18TH STREET NW,235595,,CHECKED,,,,,,About to Expire,Tavern,396336.03,139379.24,Ward 1,20009
1451,ABRA-088779,"SJ Enterprises, LLC",Cusbah,,Restaurant,C,1128 H STREET NE,73285,,CHECKED,,CHECKED,,,,Active,Restaurant,400827.4,136948.84,Ward 6,20002
1452,ABRA-088815,Zembab Incorporated,Capitol Food Mart,,Retail - Class B,B,1634 NORTH CAPITOL STREET NW,226794,,,,,,,,Active,Retail - Class B,399182.2,138252.24,Ward 5,20002
1453,ABRA-088816,"Relish Food Concepts, LLC",Carving Room,,Restaurant,C,300 MASSACHUSETTS AVENUE NW,279643,,,,CHECKED,,,,Active,Restaurant,398641.08,136865.67,Ward 2,20001
1454,ABRA-088858,"Liff's Market, LLC",Liff's Market,,Retail - Grocery,B,600 ALABAMA AVENUE SE,294492,,,,,,,,Active,Retail - Grocery,400209.81,130620.79,Ward 8,20032
1455,ABRA-088966,Hanmi Corp,Best World Supermarket,,Retail - Grocery,B,3178 MOUNT PLEASANT STREET NW,233149,,,,,,,,Active,Retail - Grocery,396658.16,140340.12,Ward 1,20010
1456,ABRA-089004,Woodner Market LLC,The Woodner Market,,Retail - Liquor Store,A,3636 16TH STREET NW,243225,,,,,,,,Active,Retail - Liquor Store,396769.33,140949.77,Ward 1,20010
1457,ABRA-089011,Moonkor Corporation,S.E. Market,,Retail - Liquor Store,A,1500 INDEPENDENCE AVENUE SE,62552,,,,,,CHECKED,,Active,Retail - Liquor Store,401443.1,135548.72,Ward 6,20003
1458,ABRA-089012,Cork & Bottle Incorporated,Cork N Bottle Wine & Spirits,,Retail - Liquor Store,A,7421 GEORGIA AVENUE NW,253722,,,,,,CHECKED,,Active,Retail - Liquor Store,397736.54,145792.65,Ward 4,20012
1459,ABRA-089069,Askale Yaregal,Gedera Market,,Retail - Class B,B,4600 14TH STREET NW,255536,,,,,,,,Active,Retail - Class B,397139.14,142043.13,Ward 4,20011
1460,ABRA-089087,"Silver P Lessee, LLC",Hotel Palomar / Urbana Restaurant and Wine Bar,,Hotel,C,2121 P STREET NW,225942,,CHECKED,,CHECKED,,,,Active,Hotel,395887.77,137995.72,Ward 2,20037
1461,ABRA-089186,"Spo-dee-o-dee, LLC",The Showtime,,Tavern,C,113 RHODE ISLAND AVENUE NW,227473,,CHECKED,,CHECKED,,,,About to Expire,Tavern,398895.71,138660.02,Ward 5,20001
1462,ABRA-089286,"Margaret River Imports, LLC",Margaret River Import,,Wholesaler,A,1201 PENNSYLVANIA AVENUE NW,240937,,,,,,,,Active,Wholesaler,397537.16,136429.36,Ward 2,20004
1463,ABRA-089342,"Rose's Dream, Inc.",Roses Dejavu,,Tavern,C,1378 H STREET NE,149105,,CHECKED,,,CHECKED,,,About to Expire,Tavern,401233.25,136947.07,Ward 6,20002
1464,ABRA-089350,"Good Stuff Eatery Georgetown , LLC",Good Stuff Eatery,,Restaurant,C,3291 M STREET NW,271948,,,,,,,,Active,Restaurant,394295.83,137496.49,Ward 2,20007
1465,ABRA-089394,Triangle Group LLC,Buckeye + Bear,,Nightclub,C,1730 M STREET NW,241789,,,,CHECKED,CHECKED,,,About to Expire,Nightclub,396539.28,137499.67,Ward 2,20036
1466,ABRA-089405,"All States Hotel Company, LLC",Courtyard by Marriott Washington DC Foggy Bottom/ GWU,,Hotel,C,515 20TH STREET NW,279821,,CHECKED,,,CHECKED,,,Active,Hotel,396123.41,136519.29,Ward 2,20006
1467,ABRA-089438,Grace Japanese Corporation,Umi Japanese Cuisine,,Restaurant,C,2625 CONNECTICUT AVENUE NW,219098,,,,,,,,Active,Restaurant,395534.89,139604.71,Ward 3,20008
1468,ABRA-089439,"Dove House Wine & Spirits, Inc.",Dove House Liquors,,Retail - Liquor Store,A,1905 9TH STREET NW,239848,,,,,,CHECKED,,Active,Retail - Liquor Store,397941.98,138674.98,Ward 1,20001
1469,ABRA-089491,Connecticut Avenue NW LLC,The Uptown Tap House,,Tavern,C,3412 CONNECTICUT AVENUE NW,284666,,CHECKED,,CHECKED,,,,About to Expire,Tavern,394940.06,140742.67,Ward 3,20008
1470,ABRA-089508,Myongwoo Inc.,Grand Liquors,,Retail - Liquor Store,A,409 15TH STREET NE,27128,,,,,,CHECKED,,Active,Retail - Liquor Store,401445.56,136381.41,Ward 6,20002
1471,ABRA-089510,"2120 P STREET ASSOCIATES, LLC",Marriott Residence Inn,,Hotel,C,2120 P STREET NW,279547,,CHECKED,,CHECKED,,,,Safekeeping,Hotel,395895.68,137950.94,Ward 2,20037
1472,ABRA-089532,"ANS Enterprises, Inc.",University Wine & Spirit,,Retail - Liquor Store,A,333 HAWAII AVENUE NE,290127,,,,,,CHECKED,,Active,Retail - Liquor Store,399925.06,141488.61,Ward 5,20011
1473,ABRA-089591,"7 River, LLC",7 River Mart,,Retail - Liquor Store,A,250 11TH STREET NE,46670,,,,,,,,Active,Retail - Liquor Store,400711.72,136177.4,Ward 6,20002
1474,ABRA-089604,"Red Bean System III, Inc.",SALA THAI,,Restaurant,D,1817 M STREET NW,241268,,,,,,,,Active,Restaurant,396313.59,137555.07,Ward 2,20036
1475,ABRA-089622,Mendelsohn Hospitality Group,Bearnaise,,Restaurant,C,313 PENNSYLVANIA AVENUE SE,289414,,,,CHECKED,,,,Active,Restaurant,399863.27,135413.99,Ward 6,20003
1476,ABRA-089668,"Hyun, Inc.",Mimi's Convenience,,Retail - Grocery,B,5435 MACARTHUR BOULEVARD NW,224231,,,,,,,,Active,Retail - Grocery,390770.59,140229.73,Ward 3,20016
1477,ABRA-089715,Rinconcito Tex-Rex Corporation,Rinconcito Tex-Mex Restaurant,,Restaurant,C,1326 PARK ROAD NW,290205,,,,,CHECKED,,,Active,Restaurant,397333.87,140315.87,Ward 1,20010
1478,ABRA-089730,"Federal Spirits LLC (1420 U Street NW, Unit #146)",Federal Spirits - Off Premise Storage Permit,,Retail - Liquor Store,A,1629 K STREET NW,242031,,,,,,,,Active,Retail - Liquor Store,396712.9,137230.4,Ward 2,20006
1479,ABRA-089800,"NF 21, Inc.",Scheele's Market,,Retail - Class B,B,1331 29TH STREET NW,223561,,,,,,,,Active,Retail - Class B,394970.65,137773.6,Ward 2,20007
1480,ABRA-089801,"Ted's Bulletin 14th Street, LLC",Ted's Bulletin,,Restaurant,C,1818 14TH STREET NW,240092,,,,,,,,Active,Restaurant,397200.55,138542.24,Ward 2,20009
1481,ABRA-089845,EC Restaurant (DC Penn Ave ) Corp.,Elephant & Castle Pub Restaurant,,Restaurant,C,1201 PENNSYLVANIA AVENUE NW,240937,,,,CHECKED,,,,Active,Restaurant,397537.16,136429.36,Ward 2,20004
1482,ABRA-089846,EC Restaurants (DC-19th) Corp.,Elephant & Castle Pub Restaurant,,Restaurant,C,900 19TH STREET NW,242553,,CHECKED,,CHECKED,,,,Active,Restaurant,396194.85,137088.26,Ward 2,20006
1483,ABRA-089867,"MH Owner, LLC",The Graham/A.G.B.,,Hotel,C,1075 THOMAS JEFFERSON STREET NW,273855,,,,,CHECKED,,,Active,Hotel,394802.56,137438.57,Ward 2,20007
1484,ABRA-089911,505 Ninth Street Partners LLC,Minibar/Barmini,,Restaurant,C,855 E STREET NW,310616,,,,,,,,Active,Restaurant,397966.36,136497.36,Ward 2,20004
1485,ABRA-089932,Addis Incorporated,King Convenience Store,,Retail - Grocery,B,1535 U STREET SE,60965,,,,,,,,Active,Retail - Grocery,401531.18,133040.93,Ward 8,20020
1486,ABRA-089981,Pleasure Eats Inc,Righteous Cheese,,Tavern,C,1309 5TH STREET NE,301991,,,,,CHECKED,,,About to Expire,Tavern,400203.8,137872.89,Ward 5,20002
1487,ABRA-089982,"Rappahannock Oyster Bar, LLC",Rappahannock Oyster Bar,,Tavern,C,1309 5TH STREET NE,301991,,,,,CHECKED,,,About to Expire,Tavern,400203.8,137872.89,Ward 5,20002
1488,ABRA-090214,HHLP DC Convention Center,Hampton Inn - DC Convention Center,,Tavern,C,901 6TH STREET NW,300640,,,,CHECKED,,,,About to Expire,Tavern,398295.53,137103.05,Ward 6,20001
1489,ABRA-090240,BALKAN CONCEPTS LLC,Ambar,,Restaurant,C,523 8TH STREET SE,11379,,CHECKED,,CHECKED,CHECKED,,,Active,Restaurant,400411.04,134910,Ward 6,20003
1490,ABRA-090259,"The Caucus Room, LLC",Caucus Room Brasserie/Boveda,,Restaurant,C,2350 M STREET NW,242338,,CHECKED,,,,,,Active,Restaurant,395568.16,137458.44,Ward 2,20037
1491,ABRA-090283,"EMHAN, LLC",Rainbow Market,,Retail - Class B,B,626 KENNEDY STREET NW,246750,,,,,,,,Active,Retail - Class B,398089.52,143144.97,Ward 4,20011
1492,ABRA-090297,"Dancing Crab, LLC c/o Mallios and O'Brien",Dancing Crab,,Restaurant,C,4615 41ST STREET NW,265162,,CHECKED,,,CHECKED,,,Safekeeping,Restaurant,393069.96,142473.91,Ward 3,20016
1493,ABRA-090326,"Metaril, LLC",Prego Again,,Retail - Grocery,B,1617 17TH STREET NW,300166,,,,,,CHECKED,,Active,Retail - Grocery,396683.54,138212.78,Ward 2,20009
1494,ABRA-090403,"Convene, LLC",Thally,,Restaurant,C,1316 9TH STREET NW,239739,,,,,,,,Active,Restaurant,397900.17,137777.25,Ward 2,20001
1495,ABRA-090422,ROMYO LLC,Ambassador Restaurant,,Restaurant,C,1907 9TH STREET NW,239844,,CHECKED,,,,,,Active,Restaurant,397941.73,138679.79,Ward 1,20001
1496,ABRA-090464,"THIRTEENTH STEP, LLC",Taqueria Habanero,,Restaurant,C,4624 WISCONSIN AVENUE NW,264435,,CHECKED,,CHECKED,,,,Issued,Restaurant,392988.3,142521.76,Ward 3,20016
1497,ABRA-090509,JKM Incorporated,Lyman's,,Tavern,C,3720 14TH STREET NW,258994,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397131.07,141098.61,Ward 4,20010
1498,ABRA-090527,Avery's LLC,Avery's Bar and Lounge,,Tavern,C,1370 H STREET NE,65570,,CHECKED,,,CHECKED,,,About to Expire,Tavern,401217.16,136951.77,Ward 6,20002
1499,ABRA-090596,Par Baked LLC,Woodward Table/WTF(Woodward Takeout Food),,Restaurant,C,1426 H STREET NW,279159,,,,CHECKED,,,,Active,Restaurant,397123.96,136906.38,Ward 2,20005
1500,ABRA-090618,"Anseba GE, Inc",Bless 7 to 10 Market,,Retail - Grocery,B,434 SHEPHERD STREET NW,247928,,,,,,,,Active,Retail - Grocery,398371.83,141320.41,Ward 4,20011
1501,ABRA-090634,"Neighborhood Restaurant Group XVII, LLC",GBD Fried Chicken & Doughnuts,,Restaurant,C,1323 CONNECTICUT AVENUE NW,279063,,,,CHECKED,,,,Active,Restaurant,396353,137791.89,Ward 2,20036
1502,ABRA-090742,"Neighborhood Restaurant Group XV, LLC",Red Apron Butchery/ The Partisan,,Restaurant,C,709 D STREET NW,279896,,,,,,,,Active,Restaurant,398050.52,136349.77,Ward 2,20004
1503,ABRA-090756,"Shake Shack 800 F Street, LLC",Shake Shack,,Restaurant,D,800 F STREET NW,238378,,,,CHECKED,,,,Active,Restaurant,397980.18,136570.17,Ward 2,20004
1504,ABRA-090797,"Radius Pizza, LLC",Radius,,Restaurant,C,3155 MOUNT PLEASANT STREET NW,236418,,,,,,,,Active,Restaurant,396731.29,140300.15,Ward 1,20010
1505,ABRA-090806,"Centeno's Restaurant, Inc.",Centeno's Restaurant,,Restaurant,C,827 KENNEDY STREET NW,254485,,CHECKED,,,,,,Active,Restaurant,397813.17,143181.74,Ward 4,20011
1506,ABRA-090832,SEATON MOTOR COMPANY LLC,RED HEN,,Restaurant,C,1822 1ST STREET NW,227228,,,,,,,,Issued,Restaurant,398926.07,138571.35,Ward 5,20001
1507,ABRA-090984,"AB, LLC",NOPA,,Restaurant,C,800 F STREET NW,238378,,,,,,,,Active,Restaurant,397980.18,136570.17,Ward 2,20004
1508,ABRA-091013,"Sedona, Inc.",McReynold's Liquors,,Retail - Liquor Store,A,1776 G STREET NW,218480,,,,,,CHECKED,,Active,Retail - Liquor Store,396428.16,136695.02,Ward 2,20006
1509,ABRA-091030,"Neighborhood Restaurant Group XVIII,LLC",Red Apron at Union Market,,Restaurant,C,1309 5TH STREET NE,301991,,,,,CHECKED,,,Active,Restaurant,400203.8,137872.89,Ward 5,20002
1510,ABRA-091140,"Al's Market, LLC",Compass Rose,,Tavern,C,1346 T STREET NW,240455,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397263.98,138616.06,Ward 1,20009
1511,ABRA-091162,"Watergate Hotel Lessee, LLC",Watergate Hotel,,Hotel,C,2650 VIRGINIA AVENUE NW,279606,,CHECKED,,,CHECKED,,,Active,Hotel,395157.97,136832.94,Ward 2,20037
1512,ABRA-091195,"MGDWS, LLC",Magruder's of DC,,Retail - Liquor Store,A,5618 CONNECTICUT AVENUE NW,263855,,,,,,CHECKED,,Active,Retail - Liquor Store,393378.82,144175.81,Ward 3,20015
