OBJECTID,LICENSE,APPLICANT,TRADE_NAME,ENDORSEMENTS,DESCRIPTIO,CLASS,ADDRESS,ADDRID,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,STATUS,TYPE,X,Y,WARD,ZIPCODE
1044,ABRA-078204,"Skip's Liquors, LLC",Skip's Liquors,,Retail - Liquor Store,A,405 61ST STREET NE,27321,,,,,,,,Active,Retail - Liquor Store,407512.62,136342.94,Ward 7,20019
1045,ABRA-078255,"Berhanu and Nega, LLC",Ogden Market,,Retail - Grocery,B,1500 OGDEN STREET NW,234686,,,,,,,,Active,Retail - Grocery,396970.33,140835.31,Ward 1,20010
1046,ABRA-078301,"Malabata, LLC",Bodega,,Restaurant,C,3116 M STREET NW,279665,,CHECKED,,,CHECKED,,,Active,Restaurant,394643.99,137458.15,Ward 2,20007
1047,ABRA-078307,"Cinema Beverages Holding Company, LLC",E Street Lounge,,Multipurpose,C,555 11TH STREET NW,279831,,,,,,,,Active,Multipurpose,397688.16,136538.51,Ward 2,20004
1048,ABRA-078312,State Plaza Hotel Inc.,State Plaza Hotel,,Hotel,C,2116 F STREET NW,242535,,,,,,,,Active,Hotel,395880.82,136570.59,Ward 2,20037
1049,ABRA-078332,"A Modo Mio, Inc.",Et Voila,,Restaurant,C,5120 MACARTHUR BOULEVARD NW,285100,,,,CHECKED,,,,Active,Restaurant,391127.71,139733.78,Ward 3,20016
1050,ABRA-078406,"Madaket, LLC",Surfside,,Restaurant,C,2444 WISCONSIN AVENUE NW,284391,,,,,CHECKED,,,Active,Restaurant,393679.94,139355.81,Ward 3,20007
1051,ABRA-078414,"TC, LLC",Marvelous Market,,Retail - Grocery,B,2424 PENNSYLVANIA AVENUE NW,279591,,,,,,,,Active,Retail - Grocery,395465.86,137237.7,Ward 2,20037
1052,ABRA-026006,"Bivco, Inc.",Banana Cafe And Piano Bar,,Restaurant,C,500 8TH STREET SE,152398,,CHECKED,,CHECKED,,,,Active,Restaurant,400459.12,134969.91,Ward 6,20003
1053,ABRA-026023,Capital Eagle Inc,Capital Eagle Inc **Off-premise Storage Permit**,,Wholesaler,A,2815 V STREET NE,44423,,,,,,N,,Active,Wholesaler,402586.47,138977.98,Ward 5,20018
1054,ABRA-026051,La Loma Inc.,La Loma,,Restaurant,C,316 MASSACHUSETTS AVENUE NE,39311,,,,CHECKED,,,,Active,Restaurant,399906.28,136297.43,Ward 6,20002
1055,ABRA-026206,Cairo Inc.,Medaterra,,Restaurant,C,2614 CONNECTICUT AVENUE NW,219091,,CHECKED,,CHECKED,,,,Active,Restaurant,395471.74,139580.45,Ward 3,20008
1056,ABRA-026226,"ZSM, Inc",Papa's Liquors,,Retail - Liquor Store,A,3703 MACOMB STREET NW,284784,,,,,,,,Active,Retail - Liquor Store,393685.47,140649.57,Ward 3,20016
1057,ABRA-026242,Prince Hall Freemason and Eastern Star Charitable,Prince Hall Freemason & Eastern Star Charter Foundation,,Multipurpose,C,1000 U STREET NW,242764,,,,,,,,Active,Multipurpose,397718.98,138758.12,Ward 1,20001
1058,ABRA-026246,Tono Inc.,Tono-sushi Restaurant,,Restaurant,C,2605 CONNECTICUT AVENUE NW,219103,,,,CHECKED,,,,Active,Restaurant,395550.54,139570.52,Ward 3,20008
1059,ABRA-060563,Arlington Beverage Corp,Sheffield Wine And Liquors,,Retail - Liquor Store,A,5025 CONNECTICUT AVENUE NW,285049,,,,,,,,Active,Retail - Liquor Store,393947.62,143090.26,Ward 3,20008
1060,ABRA-060573,"The House on F Street, LLC",International Spy Museum,,Multipurpose,C,800 F STREET NW,238378,,,,,,,,Issued,Multipurpose,397980.18,136570.17,Ward 2,20004
1061,ABRA-060584,RCSH Operations,Ruth's Chris Steak House,,Restaurant,C,724 9TH STREET NW,279912,,,,,,,,Active,Restaurant,397882.93,136821.43,Ward 2,20001
1062,ABRA-060593,Hudai Yavalar,Le Petite Corner Store,,Retail - Grocery,B,1643 34TH STREET NW,272855,,,,,,,,Active,Retail - Grocery,394130.42,138196.69,Ward 2,20007
1063,ABRA-077157,Jidapa Corporation,Pasara Thai DC,,Restaurant,C,1219 CONNECTICUT AVENUE NW,278950,,CHECKED,,,,,,Issued,Restaurant,396428.34,137631.49,Ward 2,20036
1064,ABRA-077168,DSAY Corporation,Adams Market,,Retail - Grocery,B,700 F STREET NE,279,,,,,,,,Active,Retail - Grocery,400348.59,136632.31,Ward 6,20002
1065,ABRA-077293,"S&T Whitelaw, Inc.",Whitelaw Market,,Retail - Grocery,B,1846 13TH STREET NW,240475,,,,,,,,Active,Retail - Grocery,397409.03,138617.7,Ward 1,20009
1066,ABRA-077295,"Dixie Liquors, Inc.",Dixie Liquors,,Retail - Liquor Store,A,3429 M STREET NW,274568,,,,,,CHECKED,,Active,Retail - Liquor Store,394034.72,137486.29,Ward 2,20007
1067,ABRA-077335,"Ventura, LLC",Albert's Liquors,,Retail - Liquor Store,A,328 KENTUCKY AVENUE SE,37409,,,,,,,,Active,Retail - Liquor Store,401238,135205.56,Ward 6,20003
1068,ABRA-077411,"GG and SONS, Inc.",Elmira Grocery,,Retail - Grocery,B,4401 SOUTH CAPITOL STREET SW,299727,,,,,,,,Active,Retail - Grocery,399344.35,128678.31,Ward 8,20032
1069,ABRA-077414,Spirit Cruises LLC,Spirit of Mt. Vernon,,Marine Vessel,C,600 WATER STREET SW,276680,,,,,,,,Active,Marine Vessel,398119.18,134229.64,Ward 6,20024
1070,ABRA-077454,Marleny's Restaurant Inc.,Marleny's Restaurant & Carryout,,Restaurant,C,3201 MOUNT PLEASANT STREET NW,233546,,CHECKED,,,,,,Active,Restaurant,396691.78,140377.58,Ward 1,20010
1071,ABRA-024613,Kelemewa Corporation,Pure Nightclub & Lounge,,Nightclub,C,1326 U STREET NW,279068,,,,,,,,About to Expire,Nightclub,397334.26,138769.63,Ward 1,20009
1072,ABRA-024663,NHV Corporation,Haydee's Restaurant,,Tavern,C,3102 MOUNT PLEASANT STREET NW,218150,,CHECKED,,CHECKED,,,,About to Expire,Tavern,396733.47,140120.5,Ward 1,20010
1073,ABRA-024753,David & Cindy Incorporated,Samber Food Store,,Retail - Grocery,B,3243 MOUNT PLEASANT STREET NW,284618,,,,,,CHECKED,,Active,Retail - Grocery,396668.31,140461.02,Ward 1,20010
1074,ABRA-024834,"Columbia Station, Inc.",Columbia Station,,Restaurant,C,2325 18TH STREET NW,235599,,CHECKED,,CHECKED,,,,Active,Restaurant,396393.97,139168.06,Ward 1,20009
1075,ABRA-024868,"Starlight, Inc.",Kogod Liquors,,Retail - Liquor Store,A,441 NEW JERSEY AVENUE NW,237161,,,,,,CHECKED,,Active,Retail - Liquor Store,399050.2,136454.38,Ward 6,20001
1076,ABRA-024972,"The Aroma Company, Inc.",Ripple,,Tavern,C,3415 CONNECTICUT AVENUE NW,284670,,CHECKED,,,,,,About to Expire,Tavern,394996.44,140781.91,Ward 3,20008
1077,ABRA-025007,"DC Grill, Inc.",DC Cafe,,Restaurant,D,2035 P STREET NW,279522,,,,CHECKED,,,,Active,Restaurant,395972.03,137996.82,Ward 2,20036
1078,ABRA-025084,1801 Corporation,Rosemary's Thyme Bistro,,Restaurant,C,1801 18TH STREET NW,243302,,,,CHECKED,,,,Active,Restaurant,396402.36,138490.73,Ward 2,20009
1079,ABRA-025161,Massachusetts Mutual Life Insurance Co.,Hamilton Crowne Plaza,,Hotel,C,1001 14TH STREET NW,240644,,CHECKED,,CHECKED,CHECKED,,,Active,Hotel,397260.09,137229.87,Ward 2,20005
1080,ABRA-025169,Wen De Zhang & Yang You Feng,China House,,Retail - Grocery,B,1601 BENNING ROAD NE,60353,,,,,,,,Active,Retail - Grocery,401610.07,136849.67,Ward 6,20002
1081,ABRA-025198,H H Leonards Associates,The Mansion on O Street,,Multipurpose,C,2020 O STREET NW,243057,,,,,,,,Active,Multipurpose,396016.74,137836.91,Ward 2,20036
1082,ABRA-025217,"Best Hunan, Inc.",Banana Leaves,,Restaurant,C,2020 FLORIDA AVENUE NW,277143,,,,,,,,Active,Restaurant,396045.93,138517.35,Ward 2,20009
1083,ABRA-025298,Thoi Foods Inc.,Nam-viet Pho 79,,Restaurant,C,3419 CONNECTICUT AVENUE NW,219250,,,,,,,,Active,Restaurant,394998.13,140793.04,Ward 3,20008
1084,ABRA-025496,"Matisse Bar & Grill, LLC",Matisse Bar & Grill,,Restaurant,C,4934 WISCONSIN AVENUE NW,266079,,,,,,,,Active,Restaurant,392817.36,142936.4,Ward 3,20016
1085,ABRA-025523,Bhuller's Corporation,JJ Mutt Wine & Spirits,,Retail - Liquor Store,A,643 PENNSYLVANIA AVENUE SE,1770,,,,,,,,Active,Retail - Liquor Store,400259.24,135202.67,Ward 6,20003
1086,ABRA-025526,"Cafe Ole, LLC",Cafe Ole,,Restaurant,C,4000 WISCONSIN AVENUE NW,222230,,CHECKED,,CHECKED,,,,Active,Restaurant,393333.56,141535.98,Ward 3,20016
1087,ABRA-025620,"Ardeo, LLC",Ardeo/Bardeo/Bindaas,,Restaurant,C,3309 CONNECTICUT AVENUE NW,275651,,,,,CHECKED,,,Active,Restaurant,395049.66,140664.89,Ward 3,20008
1088,ABRA-025750,"The Studio Theatre, Inc.",The Studio Theatre,,Multipurpose,C,1333 P STREET NW,303391,,,,,,,,Active,Multipurpose,397272.09,137991.73,Ward 2,20005
1089,ABRA-025781,Tryst Incorporated,Tryst,,Restaurant,C,2459 18TH STREET NW,235612,,CHECKED,,CHECKED,,,,Active,Restaurant,396344.66,139343.56,Ward 1,20009
1090,ABRA-025796,"Chinatown Garden, Inc.",Chinatown Garden Restaurant,,Restaurant,C,618 H STREET NW,279857,,,,,,,,Active,Restaurant,398172.21,136854.88,Ward 2,20001
1091,ABRA-025832,Peacock Cafe Inc.,Peacock Cafe,,Restaurant,C,3251 PROSPECT STREET NW,272144,,,,CHECKED,,,,Active,Restaurant,394466.2,137594.74,Ward 2,20007
1092,ABRA-072300,"Kochhar, Inc.",S&S Liquors,,Retail - Liquor Store,A,6925 4TH STREET NW,251670,,,,,,CHECKED,,Active,Retail - Liquor Store,398461.19,145179.47,Ward 4,20012
1093,ABRA-072301,"Sylvia & David Industries, Inc",Sosnick's Liquor,,Retail - Liquor Store,A,2318 4TH STREET NE,48629,,,,,,,,Active,Retail - Liquor Store,399929.91,139221.35,Ward 5,20002
1094,ABRA-072334,MMGZ Incorporated,Benmoll Liquors,,Retail - Liquor Store,A,1700 U STREET NW,243330,,,,,,,,Active,Retail - Liquor Store,396642.03,138776.4,Ward 2,20009
1095,ABRA-072429,"Khang's Liquor, Inc.",AB Liquors,,Retail - Liquor Store,A,1803 COLUMBIA ROAD NW,300749,,,,,,CHECKED,,Active,Retail - Liquor Store,396259.92,139415.35,Ward 1,20009
1096,ABRA-072534,"Capitol Hospitality, LLC",Capitol Skyline Hotel,,Hotel,C,10 I STREET SW,276385,,CHECKED,,,CHECKED,,,Active,Hotel,399155.72,134576.96,Ward 6,20024
1097,ABRA-072566,Ming Wei Zhang,China Cafe Carryout,,Retail - Grocery,B,612 DIVISION AVENUE NE,4671,,,,,,,,Active,Retail - Grocery,406406.78,136662.54,Ward 7,20019
1098,ABRA-072611,Cost Plus Inc.,World Market,,Retail - Grocery,B,5335 WISCONSIN AVENUE NW,303179,,,,,,CHECKED,,Active,Retail - Grocery,392646.48,143583.12,Ward 3,20015
1099,ABRA-072626,"Hundal, Inc.",Petworth Liquors,,Retail - Liquor Store,A,3210 GEORGIA AVENUE NW,232966,,,,,,,,Active,Retail - Liquor Store,397943.23,140276.65,Ward 1,20010
1100,ABRA-072708,"Safeway, Inc.",Safeway,,Retail - Grocery,B,1747 COLUMBIA ROAD NW,284083,,,,,,,,Active,Retail - Grocery,396445.44,139593.32,Ward 1,20009
1101,ABRA-024489,"District of Columbia Jewish Community Center, Inc.",DCJCC,,Restaurant,D,1529 16TH STREET NW,225737,,,,,,,,Active,Restaurant,396881.95,138113.53,Ward 2,20036
1102,ABRA-060734,Cha Corportaion,Lobby Mart,,Retail - Grocery,B,501 3RD STREET NW,238368,,,,,,CHECKED,,Active,Retail - Grocery,398717.88,136523.46,Ward 2,20001
1103,ABRA-060738,"Hyppocampe, Inc.",Bistro Doc,,Tavern,C,518 10TH STREET NW,239373,,,,,,,,About to Expire,Tavern,397718.39,136554.2,Ward 2,20004
1104,ABRA-060751,"Rosebud Liquor, Inc.",Rosebud Liquor,,Retail - Liquor Store,A,1711 17TH STREET NW,241974,,,,,,CHECKED,,Active,Retail - Liquor Store,396686.93,138345.75,Ward 2,20009
1105,ABRA-060758,"Mac's Liquors, Inc.",Mac's Wine & Liquors,,Retail - Liquor Store,A,401 RHODE ISLAND AVENUE NE,28170,,,,,,,,Active,Retail - Liquor Store,399967.98,139080.12,Ward 5,20002
1106,ABRA-060796,"Compass Group USA, Inc., ATTN: HALA YOUNES",Gallaudet University Conference Center,,Hotel,C,800 FLORIDA AVENUE NE,288964,,CHECKED,,,,,,Active,Hotel,400439.78,137546.46,Ward 5,20002
1107,ABRA-060806,"MST Enterprises, Inc.",Churreria Madrid Restaurant,,Restaurant,C,2505 CHAMPLAIN STREET NW,235683,,,,,,,,Active,Restaurant,396426.78,139492.36,Ward 1,20009
1108,ABRA-070520,"Billy Goat DC, Inc.",Billy Goat Tavern & Grill,,Tavern,C,500 NEW JERSEY AVENUE NW,295811,,,,CHECKED,,,,About to Expire,Tavern,398966.8,136518.45,Ward 6,20001
1109,ABRA-072215,"Blue Nile Liquors, LLC",Rhode Island Liquor,,Retail - Liquor Store,A,1812 HAMLIN STREET NE,307544,,,,,,CHECKED,,Active,Retail - Liquor Store,401873.25,140061.46,Ward 5,20018
1110,ABRA-072225,"Jasper Ventures, LLC",Capitale,,Nightclub,C,1301 K STREET NW,240647,,,,CHECKED,,,,About to Expire,Nightclub,397352.63,137230.54,Ward 2,20005
1111,ABRA-060602,Shree Corporation,Metro Wine & Spirits,,Retail - Liquor Store,A,1726 COLUMBIA ROAD NW,284080,,,,,,CHECKED,,Active,Retail - Liquor Store,396552.65,139611.34,Ward 1,20009
1112,ABRA-060603,Cavit Ozturk,Cafe Divan,,Restaurant,C,1834 WISCONSIN AVENUE NW,279429,,,,,,,,Active,Restaurant,394119.81,138630.84,Ward 2,20007
1113,ABRA-060618,LHCW Hotel Operating Company(2002)LLC,"The Fairmont Washington, DC",,Hotel,C,2401 M STREET NW,273950,,CHECKED,,,CHECKED,,,Active,Hotel,395509.26,137522.61,Ward 2,20037
1114,ABRA-060622,"Brentwood Liquors, Inc.t/a Brentwood Liquors",Brentwood Liquors,,Retail - Liquor Store,A,1319 RHODE ISLAND AVENUE NE,300740,,,,,,,,Safekeeping,Retail - Liquor Store,401209.43,139560.9,Ward 5,20018
1115,ABRA-060635,"Ella's Wood-fired Pizza, LLC","Ella's Wood-Fired Pizza, LLC",,Restaurant,C,901 F STREET NW,242796,,,,CHECKED,,,,Active,Restaurant,397891.19,136633.46,Ward 2,20004
1116,ABRA-060647,"Safeway, Inc.",Safeway,,Retail - Grocery,B,322 40TH STREET NE,295141,,,,,,,,Active,Retail - Grocery,404558.4,136144.21,Ward 7,20019
1117,ABRA-060652,"TM Liquors, Inc.",Big Ben Liquors,,Retail - Liquor Store,A,1300 NORTH CAPITOL STREET NW,237015,,,,,,,,Active,Retail - Liquor Store,399192.02,137735.83,Ward 5,20002
1118,ABRA-060653,Washington Food & Supply Of Dc Inc,Washington Cash & Carry,,Wholesaler,B,1270 4TH STREET NE,286000,,,,,,CHECKED,,Active,Wholesaler,400038.2,137900.9,Ward 5,20002
1119,ABRA-060659,"Lucky Time Liquors, LLC",Shulman Liquors,,Retail - Liquor Store,A,1550 1ST STREET SW,60745,,,,,,,,Active,Retail - Liquor Store,398972.59,133674.2,Ward 6,20024
1120,ABRA-060661,"Sangwon, Inc.",Trinity Deli & Food Market,,Retail - Grocery,B,200 MICHIGAN AVENUE NE,286573,,,,,,,,Active,Retail - Grocery,399644.94,140191.21,Ward 5,20017
1121,ABRA-060711,"GNU, LLC",Angelico Pizzeria & Cafe,,Restaurant,D,4529 WISCONSIN AVENUE NW,300794,,,,CHECKED,,,,Active,Restaurant,393083,142321.76,Ward 3,20016
1122,ABRA-060722,Friendly David's Market Inc.,Friendly Food Market,,Retail - Grocery,B,1399 HALF STREET SW,276537,,,,,,,,Active,Retail - Grocery,399059.93,133922.39,Ward 6,20024
1123,ABRA-060723,MYRB Corporation,Geranium Market,,Retail - Grocery,B,7350 GEORGIA AVENUE NW,253539,,,,,,,,Active,Retail - Grocery,397684.95,145701.9,Ward 4,20012
1124,ABRA-060306,J. J. Sun Corporation,Sun's Gallery,,Retail - Grocery,B,600 MARYLAND AVENUE SW,5831,,,,,,,,Active,Retail - Grocery,398172.72,135347.16,Ward 6,20024
1125,ABRA-060309,The George Washington University,One Washington Circle Hotel/Circle Bistro,,Hotel,C,1 WASHINGTON CIRCLE NW,242366,,,,,CHECKED,,,Active,Hotel,395686.8,137280.7,Ward 2,20037
1126,ABRA-060351,"DK, Corporation",Joe Caplan Liquors,,Retail - Liquor Store,A,1913 7TH STREET NW,218566,,,,,,,,Active,Retail - Liquor Store,398116.38,138680.55,Ward 1,20001
1127,ABRA-060359,Habtmical Letckidan T.,Rafael Grocery Deli,,Retail - Grocery,B,233 FLORIDA AVENUE NW,230021,,,,,,,,Active,Retail - Grocery,398685.81,138418.97,Ward 5,20001
1128,ABRA-060369,Dupont Imp LLC,Gazuza,,Nightclub,C,1629 CONNECTICUT AVENUE NW,241052,,,,,CHECKED,,,About to Expire,Nightclub,396143.81,138250.84,Ward 2,20009
1129,ABRA-023116,Young Myung Kim,CC's Liquor,,Retail - Liquor Store,A,3401 14TH STREET NW,299151,,,,,,,,Active,Retail - Liquor Store,397184.47,140411.05,Ward 1,20010
1130,ABRA-023167,"19th & K, Inc.",Ozio Martini & Cigar Lounge,,Nightclub,C,1813 M STREET NW,243139,,,,CHECKED,CHECKED,,,About to Expire,Nightclub,396325.86,137563.43,Ward 2,20036
1131,ABRA-023471,"Wing Fu, Corp.",Harmony Cafe,,Restaurant,C,3287 M STREET NW,285545,,,,,,,,Active,Restaurant,394305.6,137496.83,Ward 2,20007
1132,ABRA-023503,"Rufael, Incorporation",Missouri Avenue Market,,Retail - Grocery,B,5900 GEORGIA AVENUE NW,253189,,,,,,,,Active,Retail - Grocery,397536.12,143734.68,Ward 4,20011
1133,ABRA-023539,"Vangho, Corp.",Bistro Italiano,,Restaurant,C,320 D STREET NE,38988,,,,,,,,Active,Restaurant,399897.77,136344.55,Ward 6,20002
1134,ABRA-023601,Am & Eve Corporation,Capitol Lounge (The),,Tavern,C,229 PENNSYLVANIA AVENUE SE,278137,,CHECKED,,CHECKED,CHECKED,,,About to Expire,Tavern,399787.23,135455.4,Ward 6,20003
1135,ABRA-023640,H & Y Chun Corporation,Michigan Liquors,,Retail - Liquor Store,A,3934 12TH STREET NE,29009,,,,,,,,Active,Retail - Liquor Store,400821.83,141136.99,Ward 5,20017
1136,ABRA-023745,Lalibela Inc.,Lalibela Ethiopian Restaurant,,Restaurant,C,1415 14TH STREET NW,226662,,CHECKED,,CHECKED,,,,Active,Restaurant,397250.43,137959.19,Ward 2,20005
1137,ABRA-023794,"Grillfish of Washington DC, LLC",Grillfish,,Restaurant,C,1200 NEW HAMPSHIRE AVENUE NW,242474,,,,CHECKED,,,,Active,Restaurant,395867.08,137550.87,Ward 2,20036
1138,ABRA-023816,"Miss Saigon Of Georgetown ,Inc.",Miss Saigon,,Restaurant,C,3057 M STREET NW,272063,,,,,,,,Active,Restaurant,394750.17,137509.83,Ward 2,20007
1139,ABRA-023822,"Prerna, Inc",Barmy Wine and Liquors,,Retail - Liquor Store,A,1912 L STREET NW,302227,,,,,,CHECKED,,Active,Retail - Liquor Store,396173.34,137304,Ward 2,20036
1140,ABRA-023943,"DMM, LLC.",Raku-Ya,,Restaurant,C,1900 Q STREET NW,302225,,,,CHECKED,,,,Active,Restaurant,396215.1,138126.41,Ward 2,20009
1141,ABRA-023984,"MG Liquors, Inc.",Barrel House Liquors,,Retail - Liquor Store,A,1339 14TH STREET NW,225406,,,,,,CHECKED,,Active,Retail - Liquor Store,397256.45,137853.91,Ward 2,20005
1142,ABRA-024057,"Walnut Brewery, Inc.",District Chophouse & Brewery,,Tavern,C,509 7TH STREET NW,279813,CHECKED,,,CHECKED,,,,About to Expire,Tavern,398123.43,136519.11,Ward 2,20004
1143,ABRA-024105,"Grill Concepts-DC, Inc.",Daily Grill,,Restaurant,C,1200 18TH STREET NW,241292,,,,,,,,Issued,Restaurant,396352.33,137565.76,Ward 2,20036
1144,ABRA-024197,"Multi-management, Inc.",Habana Village,,Restaurant,C,1834 COLUMBIA ROAD NW,235389,,CHECKED,,CHECKED,,,,Active,Restaurant,396258.42,139318.55,Ward 1,20009
1145,ABRA-024362,,Uptown Wine and Spirits,,Retail - Liquor Store,A,4704 14TH STREET NW,255669,,,,,,CHECKED,,Safekeeping,Retail - Liquor Store,397137.2,142175.15,Ward 4,20011
1146,ABRA-060094,"7 Round, Inc",Davis Market,,Retail - Grocery,B,3819 GEORGIA AVENUE NW,252561,,,,,,,,Safekeeping,Retail - Grocery,397886.8,141155.58,Ward 4,20011
1147,ABRA-060113,"Lin's Enterprises, LLC",Columbia Wine & Liquors,,Retail - Liquor Store,A,1151 BLADENSBURG ROAD NE,285895,,,,,,,,Safekeeping,Retail - Liquor Store,401744.75,137474.93,Ward 5,20002
1148,ABRA-060116,"Mohabat, Inc.",Good Ole Reliable Liquors,,Retail - Liquor Store,A,1513 RHODE ISLAND AVENUE NE,62059,,,,,,CHECKED,,Active,Retail - Liquor Store,401547.65,139766.98,Ward 5,20018
1149,ABRA-060161,Fraternal Order of Police,Fraternal Order Of Police,,Club,C,711 4TH STREET NW,237747,,,,,,,,Issued,Club,398624.47,136768.75,Ward 2,20001
1150,ABRA-060167,Whole Foods Market Group Inc,Fresh Fields Whole Foods Market,,Retail - Grocery,B,1440 P STREET NW,279174,,,,,,CHECKED,,Active,Retail - Grocery,397088.79,137959.45,Ward 2,20005
1151,ABRA-060171,"CCMH DC, LLC",J.W. Marriott Hotel,,Hotel,C,1331 PENNSYLVANIA AVENUE NW,279081,,CHECKED,,,CHECKED,,,Active,Hotel,397278.55,136502.52,Ward 2,20004
1152,ABRA-060177,Sanghera Corporation,King Avenue Liquors,,Retail - Liquor Store,A,2757 MARTIN LUTHER KING JR AVENUE SE,44813,,,,,,,,Active,Retail - Liquor Store,400298.57,130995.62,Ward 8,20032
1153,ABRA-060187,Haydee Corporation,Haydee's 2000,,Nightclub,C,6303 GEORGIA AVENUE NW,254160,,,,,,,,About to Expire,Nightclub,397631.85,144269.89,Ward 4,20011
1154,ABRA-060231,O'Connors Liquor Incorporated,O'Connor's Liquors,,Retail - Liquor Store,A,2900 MINNESOTA AVENUE SE,287311,,,,,,,,Active,Retail - Liquor Store,402964.15,134258.1,Ward 7,20019
1155,ABRA-060242,"Venus Indo Services, Inc.",Pan Mar Liquors,,Retail - Liquor Store,A,1926 I STREET NW,241080,,,,,,CHECKED,,Active,Retail - Liquor Store,396128,137034.4,Ward 2,20006
1156,ABRA-060270,"Northwest Liquors, Inc.",Northwest Liquors,,Retail - Liquor Store,A,300 KENNEDY STREET NW,249474,,,,,,,,Active,Retail - Liquor Store,398588.06,143159.7,Ward 4,20011
1157,ABRA-060290,"Premium Distributors Of Washington DC, LLC",Premium Distributors,,Wholesaler,A,3500 FORT LINCOLN DRIVE NE,289765,,,,,,,,Active,Wholesaler,404409.09,139332.88,Ward 5,20018
1158,ABRA-060298,"Irish Channel, LLC",Irish Channel Restaurant,,Tavern,C,500 H STREET NW,242981,,CHECKED,,CHECKED,,,,About to Expire,Tavern,398330.11,136867.3,Ward 2,20001
1159,ABRA-005811,Madrid Inc.,Madrid Restaurant,,Tavern,C,1714 CONNECTICUT AVENUE NW,242580,,,,CHECKED,,,,About to Expire,Tavern,396023.21,138360.33,Ward 2,20009
1160,ABRA-005864,Murray C Warren Inc,Raven Grill,,Tavern,C,3125 MOUNT PLEASANT STREET NW,236407,,,,,,,,About to Expire,Tavern,396766.15,140169.91,Ward 1,20010
1161,ABRA-006251,"El Chalan, Inc.",El Chalan,,Restaurant,C,1922 I STREET NW,218570,,,,,,,,Active,Restaurant,396139.41,137034.63,Ward 2,20006
1162,ABRA-007053,The Billiken Corp,Perry's Restaurant,,Restaurant,C,1811 COLUMBIA ROAD NW,235375,,CHECKED,,,CHECKED,,,Active,Restaurant,396224.37,139361.61,Ward 1,20009
1163,ABRA-007255,"F D K Restaurant Of National Place, Inc.",A Slice Of Italy Pizzeria,,Restaurant,D,1331 PENNSYLVANIA AVENUE NW,279081,,,,,,,,Active,Restaurant,397278.55,136502.52,Ward 2,20004
1164,ABRA-007428,Skenco Inc.,Zorba's Cafe,,Restaurant,D,1612 20TH STREET NW,242628,,,,CHECKED,,,,Active,Restaurant,396082.51,138204.65,Ward 2,20009
1165,ABRA-026517,"900 F Street Associates, LLC",Courtyard By Marriott,,Hotel,C,900 F STREET NW,243269,,,,,,,,Issued,Hotel,397889.76,136579.88,Ward 2,20004
1166,ABRA-026519,"1624 U Street, Inc.",Chi-Cha Lounge,,Tavern,C,1624 U STREET NW,226300,,CHECKED,,CHECKED,,,,About to Expire,Tavern,396713.47,138766.04,Ward 2,20009
1167,ABRA-026520,Tariq Hussain,7-Eleven,,Retail - Grocery,B,1101 SOUTH CAPITOL STREET SW,277736,,,,,,,,Active,Retail - Grocery,399170.93,134369.85,Ward 6,20003
1168,ABRA-026574,2325 Bladensburg Rd Corp,Syd's,,Retail - Liquor Store,A,2325 BLADENSBURG ROAD NE,48573,,,,,,CHECKED,,Active,Retail - Liquor Store,402694.09,139244.36,Ward 5,20018
1169,ABRA-026658,Ark Southwest D.C. Corp,Thunder Grill,,Restaurant,C,50 MASSACHUSETTS AVENUE NE,293243,,CHECKED,,,,,,Active,Restaurant,399463.98,136632.07,Ward 6,20002
1170,ABRA-026739,"Sizzling Express III, Inc.",Sizzling Express,,Restaurant,C,600 PENNSYLVANIA AVENUE SE,5839,,,,,,,,Active,Restaurant,400199.02,135315.02,Ward 6,20003
1171,ABRA-060011,"Ferrol, Inc",Todito Grocery,,Retail - Grocery,B,1813 COLUMBIA ROAD NW,300757,,,,,,,,Safekeeping,Retail - Grocery,396222.65,139354.42,Ward 1,20009
1172,ABRA-021837,"Sledge, Inc.",930 Club,,Multipurpose,C,815 V STREET NW,285441,,,,,,,,Active,Multipurpose,397949.9,138905.14,Ward 1,20001
1173,ABRA-021877,Dennis S. Hodge - Family Liquors,Family Liquors,,Retail - Liquor Store,A,710 H STREET NE,76847,,,,,,,,Safekeeping,Retail - Liquor Store,400380.92,136953.26,Ward 6,20002
1174,ABRA-021918,"Cec, Inc.",Bistro Lepic,,Restaurant,C,1736 WISCONSIN AVENUE NW,273617,,CHECKED,,,,,,Active,Restaurant,394160.98,138528.7,Ward 2,20007
1175,ABRA-021925,Jamie T. Carrillo,Don Jaime,,Tavern,C,3209 MOUNT PLEASANT STREET NW,233543,,CHECKED,,,,,,About to Expire,Tavern,396686.25,140400.79,Ward 1,20010
1176,ABRA-021949,Frager Enterprises Inc.,Nightingale II,,Marine Vessel,C,600 WATER STREET SW,276680,,,,,,,,Active,Marine Vessel,398119.18,134229.64,Ward 6,20024
1177,ABRA-021972,"Three Way Liquors, Inc.",Three Way Liquors Inc,,Retail - Liquor Store,A,4823 GEORGIA AVENUE NW,252098,,,,,,,,Active,Retail - Liquor Store,397675.24,142371.7,Ward 4,20011
